orbit_key,track,frame,mode,product_name,start_datetime,end_datetime,repeat_cycle,orbit_state,feature_index,polygon_name,kml_url,output_kml
SCS_T006_F299,T006,F299,SCS,BIO_S3_SCS__1S_20260330T095605_20260330T095625_T_G01_M02_C03_T006_F299_01_DP3O6Q,2026-03-30T09:56:05.163Z,2026-03-30T09:56:25.560Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/30/BIO_S3_SCS__1S_20260330T095605_20260330T095625_T_G01_M02_C03_T006_F299_01_DP3O6Q/BIO_S3_SCS__1S_20260330T095605_20260330T095625_T_G01_M02_C03_T006_F299_01_DP3O6Q/preview/bio_s3_scs__1s_20260330t095605_20260330t095625_t_g01_m02_c03_t006_f299_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F299.kml
SCS_T006_F300,T006,F300,SCS,BIO_S3_SCS__1S_20260330T095624_20260330T095644_T_G01_M02_C03_T006_F300_01_DP3O8M,2026-03-30T09:56:24.174Z,2026-03-30T09:56:44.570Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/30/BIO_S3_SCS__1S_20260330T095624_20260330T095644_T_G01_M02_C03_T006_F300_01_DP3O8M/BIO_S3_SCS__1S_20260330T095624_20260330T095644_T_G01_M02_C03_T006_F300_01_DP3O8M/preview/bio_s3_scs__1s_20260330t095624_20260330t095644_t_g01_m02_c03_t006_f300_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F300.kml
SCS_T006_F301,T006,F301,SCS,BIO_S2_SCS__1S_20260321T095637_20260321T095657_T_G01_M02_C07_T006_F301_01_DOMY5S,2026-03-21T09:56:37.177Z,2026-03-21T09:56:57.570Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/21/BIO_S2_SCS__1S_20260321T095637_20260321T095657_T_G01_M02_C07_T006_F301_01_DOMY5S/BIO_S2_SCS__1S_20260321T095637_20260321T095657_T_G01_M02_C07_T006_F301_01_DOMY5S/preview/bio_s2_scs__1s_20260321t095637_20260321t095657_t_g01_m02_c07_t006_f301_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F301.kml
SCS_T006_F302,T006,F302,SCS,BIO_S2_SCS__1S_20260321T095656_20260321T095716_T_G01_M02_C07_T006_F302_01_DOMYMH,2026-03-21T09:56:56.187Z,2026-03-21T09:57:16.581Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/21/BIO_S2_SCS__1S_20260321T095656_20260321T095716_T_G01_M02_C07_T006_F302_01_DOMYMH/BIO_S2_SCS__1S_20260321T095656_20260321T095716_T_G01_M02_C07_T006_F302_01_DOMYMH/preview/bio_s2_scs__1s_20260321t095656_20260321t095716_t_g01_m02_c07_t006_f302_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F302.kml
SCS_T006_F303,T006,F303,SCS,BIO_S1_SCS__1S_20260228T095700_20260228T095721_T_G01_M02_C07_T006_F303_01_DNK539,2026-02-28T09:57:00.905Z,2026-02-28T09:57:21.298Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/02/28/BIO_S1_SCS__1S_20260228T095700_20260228T095721_T_G01_M02_C07_T006_F303_01_DNK539/BIO_S1_SCS__1S_20260228T095700_20260228T095721_T_G01_M02_C07_T006_F303_01_DNK539/preview/bio_s1_scs__1s_20260228t095700_20260228t095721_t_g01_m02_c07_t006_f303_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F303.kml
SCS_T006_F304,T006,F304,SCS,BIO_S1_SCS__1S_20260228T095719_20260228T095740_T_G01_M02_C07_T006_F304_01_DNK5AC,2026-02-28T09:57:19.913Z,2026-02-28T09:57:40.304Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/02/28/BIO_S1_SCS__1S_20260228T095719_20260228T095740_T_G01_M02_C07_T006_F304_01_DNK5AC/BIO_S1_SCS__1S_20260228T095719_20260228T095740_T_G01_M02_C07_T006_F304_01_DNK5AC/preview/bio_s1_scs__1s_20260228t095719_20260228t095740_t_g01_m02_c07_t006_f304_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F304.kml
SCS_T006_F305,T006,F305,SCS,BIO_S3_SCS__1S_20260129T095324_20260129T095345_T_G01_M01_C10_T006_F305_01_DM0IJ1,2026-01-29T09:53:24.499Z,2026-01-29T09:53:45.283Z,10,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T095324_20260129T095345_T_G01_M01_C10_T006_F305_01_DM0IJ1/BIO_S3_SCS__1S_20260129T095324_20260129T095345_T_G01_M01_C10_T006_F305_01_DM0IJ1/preview/bio_s3_scs__1s_20260129t095324_20260129t095345_t_g01_m01_c10_t006_f305_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F305.kml
SCS_T006_F306,T006,F306,SCS,BIO_S1_SCS__1S_20251130T095308_20251130T095329_T_G01_M01_C04_T006_F306_01_DKPHYP,2025-11-30T09:53:08.791Z,2025-11-30T09:53:29.573Z,4,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2025/11/30/BIO_S1_SCS__1S_20251130T095308_20251130T095329_T_G01_M01_C04_T006_F306_01_DKPHYP/BIO_S1_SCS__1S_20251130T095308_20251130T095329_T_G01_M01_C04_T006_F306_01_DKPHYP/preview/bio_s1_scs__1s_20251130t095308_20251130t095329_t_g01_m01_c04_t006_f306_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F306.kml
SCS_T006_F307,T006,F307,SCS,BIO_S2_SCS__1S_20251230T095344_20251230T095405_T_G01_M01_C07_T006_F307_01_DKGTWY,2025-12-30T09:53:44.908Z,2025-12-30T09:54:05.689Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2025/12/30/BIO_S2_SCS__1S_20251230T095344_20251230T095405_T_G01_M01_C07_T006_F307_01_DKGTWY/BIO_S2_SCS__1S_20251230T095344_20251230T095405_T_G01_M01_C07_T006_F307_01_DKGTWY/preview/bio_s2_scs__1s_20251230t095344_20251230t095405_t_g01_m01_c07_t006_f307_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F307.kml
SCS_T006_F308,T006,F308,SCS,BIO_S1_SCS__1S_20251130T095346_20251130T095407_T_G01_M01_C04_T006_F308_01_DKPHYW,2025-11-30T09:53:46.799Z,2025-11-30T09:54:07.579Z,4,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2025/11/30/BIO_S1_SCS__1S_20251130T095346_20251130T095407_T_G01_M01_C04_T006_F308_01_DKPHYW/BIO_S1_SCS__1S_20251130T095346_20251130T095407_T_G01_M01_C04_T006_F308_01_DKPHYW/preview/bio_s1_scs__1s_20251130t095346_20251130t095407_t_g01_m01_c04_t006_f308_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F308.kml
SCS_T006_F309,T006,F309,SCS,BIO_S1_SCS__1S_20251130T095405_20251130T095426_T_G01_M01_C04_T006_F309_01_DKPHYE,2025-11-30T09:54:05.798Z,2025-11-30T09:54:26.577Z,4,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2025/11/30/BIO_S1_SCS__1S_20251130T095405_20251130T095426_T_G01_M01_C04_T006_F309_01_DKPHYE/BIO_S1_SCS__1S_20251130T095405_20251130T095426_T_G01_M01_C04_T006_F309_01_DKPHYE/preview/bio_s1_scs__1s_20251130t095405_20251130t095426_t_g01_m01_c04_t006_f309_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T006_F309.kml
SCS_T013_F172,T013,F172,SCS,BIO_S1_SCS__1S_20260228T204243_20260228T204304_T_G01_M02_C07_T013_F172_01_DNL0MM,2026-02-28T20:42:43.760Z,2026-02-28T20:43:04.161Z,7,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/02/28/BIO_S1_SCS__1S_20260228T204243_20260228T204304_T_G01_M02_C07_T013_F172_01_DNL0MM/BIO_S1_SCS__1S_20260228T204243_20260228T204304_T_G01_M02_C07_T013_F172_01_DNL0MM/preview/bio_s1_scs__1s_20260228t204243_20260228t204304_t_g01_m02_c07_t013_f172_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T013_F172.kml
SCS_T013_F173,T013,F173,SCS,BIO_S1_SCS__1S_20260228T204302_20260228T204323_T_G01_M02_C07_T013_F173_01_DNL0MF,2026-02-28T20:43:02.775Z,2026-02-28T20:43:23.176Z,7,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/02/28/BIO_S1_SCS__1S_20260228T204302_20260228T204323_T_G01_M02_C07_T013_F173_01_DNL0MF/BIO_S1_SCS__1S_20260228T204302_20260228T204323_T_G01_M02_C07_T013_F173_01_DNL0MF/preview/bio_s1_scs__1s_20260228t204302_20260228t204323_t_g01_m02_c07_t013_f173_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T013_F173.kml
SCS_T013_F174,T013,F174,SCS,BIO_S2_SCS__1S_20260321T204336_20260321T204353_T_G01_M02_C07_T013_F174_01_DONY11,2026-03-21T20:43:36.155Z,2026-03-21T20:43:53.636Z,7,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/21/BIO_S2_SCS__1S_20260321T204336_20260321T204353_T_G01_M02_C07_T013_F174_01_DONY11/BIO_S2_SCS__1S_20260321T204336_20260321T204353_T_G01_M02_C07_T013_F174_01_DONY11/preview/bio_s2_scs__1s_20260321t204336_20260321t204353_t_g01_m02_c07_t013_f174_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T013_F174.kml
SCS_T014_F157,T014,F157,SCS,BIO_S3_SCS__1S_20260129T221155_20260129T221215_T_G01_M01_C10_T014_F157_01_DM1J2I,2026-01-29T22:11:55.062Z,2026-01-29T22:12:15.840Z,10,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T221155_20260129T221215_T_G01_M01_C10_T014_F157_01_DM1J2I/BIO_S3_SCS__1S_20260129T221155_20260129T221215_T_G01_M01_C10_T014_F157_01_DM1J2I/preview/bio_s3_scs__1s_20260129t221155_20260129t221215_t_g01_m01_c10_t014_f157_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T014_F157.kml
SCS_T014_F158,T014,F158,SCS,BIO_S3_SCS__1S_20260129T221214_20260129T221234_T_G01_M01_C10_T014_F158_01_DM1J02,2026-01-29T22:12:14.063Z,2026-01-29T22:12:34.842Z,10,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T221214_20260129T221234_T_G01_M01_C10_T014_F158_01_DM1J02/BIO_S3_SCS__1S_20260129T221214_20260129T221234_T_G01_M01_C10_T014_F158_01_DM1J02/preview/bio_s3_scs__1s_20260129t221214_20260129t221234_t_g01_m01_c10_t014_f158_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T014_F158.kml
SCS_T014_F159,T014,F159,SCS,BIO_S3_SCS__1S_20260129T221233_20260129T221253_T_G01_M01_C10_T014_F159_01_DM1J66,2026-01-29T22:12:33.066Z,2026-01-29T22:12:53.846Z,10,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T221233_20260129T221253_T_G01_M01_C10_T014_F159_01_DM1J66/BIO_S3_SCS__1S_20260129T221233_20260129T221253_T_G01_M01_C10_T014_F159_01_DM1J66/preview/bio_s3_scs__1s_20260129t221233_20260129t221253_t_g01_m01_c10_t014_f159_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T014_F159.kml
SCS_T014_F160,T014,F160,SCS,BIO_S3_SCS__1S_20260129T221252_20260129T221312_T_G01_M01_C10_T014_F160_01_DM1J2C,2026-01-29T22:12:52.068Z,2026-01-29T22:13:12.850Z,10,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T221252_20260129T221312_T_G01_M01_C10_T014_F160_01_DM1J2C/BIO_S3_SCS__1S_20260129T221252_20260129T221312_T_G01_M01_C10_T014_F160_01_DM1J2C/preview/bio_s3_scs__1s_20260129t221252_20260129t221312_t_g01_m01_c10_t014_f160_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T014_F160.kml
SCS_T014_F161,T014,F161,SCS,BIO_S3_SCS__1S_20260129T221311_20260129T221331_T_G01_M01_C10_T014_F161_01_DM1JZI,2026-01-29T22:13:11.072Z,2026-01-29T22:13:31.854Z,10,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/01/29/BIO_S3_SCS__1S_20260129T221311_20260129T221331_T_G01_M01_C10_T014_F161_01_DM1JZI/BIO_S3_SCS__1S_20260129T221311_20260129T221331_T_G01_M01_C10_T014_F161_01_DM1JZI/preview/bio_s3_scs__1s_20260129t221311_20260129t221331_t_g01_m01_c10_t014_f161_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T014_F161.kml
SCS_T020_F291,T020,F291,SCS,BIO_S3_SCS__1S_20260331T084815_20260331T084826_T_G01_M02_C03_T020_F291_01_DP5EW0,2026-03-31T08:48:15.244Z,2026-03-31T08:48:26.711Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084815_20260331T084826_T_G01_M02_C03_T020_F291_01_DP5EW0/BIO_S3_SCS__1S_20260331T084815_20260331T084826_T_G01_M02_C03_T020_F291_01_DP5EW0/preview/bio_s3_scs__1s_20260331t084815_20260331t084826_t_g01_m02_c03_t020_f291_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F291.kml
SCS_T020_F292,T020,F292,SCS,BIO_S3_SCS__1S_20260331T084825_20260331T084845_T_G01_M02_C03_T020_F292_01_DP5F4H,2026-03-31T08:48:25.326Z,2026-03-31T08:48:45.729Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084825_20260331T084845_T_G01_M02_C03_T020_F292_01_DP5F4H/BIO_S3_SCS__1S_20260331T084825_20260331T084845_T_G01_M02_C03_T020_F292_01_DP5F4H/preview/bio_s3_scs__1s_20260331t084825_20260331t084845_t_g01_m02_c03_t020_f292_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F292.kml
SCS_T020_F293,T020,F293,SCS,BIO_S3_SCS__1S_20260331T084844_20260331T084904_T_G01_M02_C03_T020_F293_01_DP5F3Z,2026-03-31T08:48:44.344Z,2026-03-31T08:49:04.747Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084844_20260331T084904_T_G01_M02_C03_T020_F293_01_DP5F3Z/BIO_S3_SCS__1S_20260331T084844_20260331T084904_T_G01_M02_C03_T020_F293_01_DP5F3Z/preview/bio_s3_scs__1s_20260331t084844_20260331t084904_t_g01_m02_c03_t020_f293_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F293.kml
SCS_T020_F294,T020,F294,SCS,BIO_S3_SCS__1S_20260331T084903_20260331T084923_T_G01_M02_C03_T020_F294_01_DP5EXC,2026-03-31T08:49:03.361Z,2026-03-31T08:49:23.763Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084903_20260331T084923_T_G01_M02_C03_T020_F294_01_DP5EXC/BIO_S3_SCS__1S_20260331T084903_20260331T084923_T_G01_M02_C03_T020_F294_01_DP5EXC/preview/bio_s3_scs__1s_20260331t084903_20260331t084923_t_g01_m02_c03_t020_f294_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F294.kml
SCS_T020_F295,T020,F295,SCS,BIO_S3_SCS__1S_20260331T084922_20260331T084942_T_G01_M02_C03_T020_F295_01_DP5EXY,2026-03-31T08:49:22.378Z,2026-03-31T08:49:42.779Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084922_20260331T084942_T_G01_M02_C03_T020_F295_01_DP5EXY/BIO_S3_SCS__1S_20260331T084922_20260331T084942_T_G01_M02_C03_T020_F295_01_DP5EXY/preview/bio_s3_scs__1s_20260331t084922_20260331t084942_t_g01_m02_c03_t020_f295_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F295.kml
SCS_T020_F296,T020,F296,SCS,BIO_S3_SCS__1S_20260331T084941_20260331T085001_T_G01_M02_C03_T020_F296_01_DP5F6B,2026-03-31T08:49:41.393Z,2026-03-31T08:50:01.793Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T084941_20260331T085001_T_G01_M02_C03_T020_F296_01_DP5F6B/BIO_S3_SCS__1S_20260331T084941_20260331T085001_T_G01_M02_C03_T020_F296_01_DP5F6B/preview/bio_s3_scs__1s_20260331t084941_20260331t085001_t_g01_m02_c03_t020_f296_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F296.kml
SCS_T020_F297,T020,F297,SCS,BIO_S3_SCS__1S_20260331T085000_20260331T085020_T_G01_M02_C03_T020_F297_01_DP5EX7,2026-03-31T08:50:00.409Z,2026-03-31T08:50:20.808Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085000_20260331T085020_T_G01_M02_C03_T020_F297_01_DP5EX7/BIO_S3_SCS__1S_20260331T085000_20260331T085020_T_G01_M02_C03_T020_F297_01_DP5EX7/preview/bio_s3_scs__1s_20260331t085000_20260331t085020_t_g01_m02_c03_t020_f297_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F297.kml
SCS_T020_F298,T020,F298,SCS,BIO_S3_SCS__1S_20260331T085019_20260331T085039_T_G01_M02_C03_T020_F298_01_DP5EYA,2026-03-31T08:50:19.423Z,2026-03-31T08:50:39.821Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085019_20260331T085039_T_G01_M02_C03_T020_F298_01_DP5EYA/BIO_S3_SCS__1S_20260331T085019_20260331T085039_T_G01_M02_C03_T020_F298_01_DP5EYA/preview/bio_s3_scs__1s_20260331t085019_20260331t085039_t_g01_m02_c03_t020_f298_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F298.kml
SCS_T020_F299,T020,F299,SCS,BIO_S3_SCS__1S_20260331T085038_20260331T085058_T_G01_M02_C03_T020_F299_01_DP5EXD,2026-03-31T08:50:38.435Z,2026-03-31T08:50:58.832Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085038_20260331T085058_T_G01_M02_C03_T020_F299_01_DP5EXD/BIO_S3_SCS__1S_20260331T085038_20260331T085058_T_G01_M02_C03_T020_F299_01_DP5EXD/preview/bio_s3_scs__1s_20260331t085038_20260331t085058_t_g01_m02_c03_t020_f299_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F299.kml
SCS_T020_F300,T020,F300,SCS,BIO_S3_SCS__1S_20260331T085057_20260331T085117_T_G01_M02_C03_T020_F300_01_DP5EYV,2026-03-31T08:50:57.449Z,2026-03-31T08:51:17.844Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085057_20260331T085117_T_G01_M02_C03_T020_F300_01_DP5EYV/BIO_S3_SCS__1S_20260331T085057_20260331T085117_T_G01_M02_C03_T020_F300_01_DP5EYV/preview/bio_s3_scs__1s_20260331t085057_20260331t085117_t_g01_m02_c03_t020_f300_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F300.kml
SCS_T020_F301,T020,F301,SCS,BIO_S3_SCS__1S_20260331T085116_20260331T085136_T_G01_M02_C03_T020_F301_01_DP5F9H,2026-03-31T08:51:16.459Z,2026-03-31T08:51:36.855Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085116_20260331T085136_T_G01_M02_C03_T020_F301_01_DP5F9H/BIO_S3_SCS__1S_20260331T085116_20260331T085136_T_G01_M02_C03_T020_F301_01_DP5F9H/preview/bio_s3_scs__1s_20260331t085116_20260331t085136_t_g01_m02_c03_t020_f301_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F301.kml
SCS_T020_F302,T020,F302,SCS,BIO_S3_SCS__1S_20260331T085135_20260331T085155_T_G01_M02_C03_T020_F302_01_DP5F0P,2026-03-31T08:51:35.468Z,2026-03-31T08:51:55.862Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085135_20260331T085155_T_G01_M02_C03_T020_F302_01_DP5F0P/BIO_S3_SCS__1S_20260331T085135_20260331T085155_T_G01_M02_C03_T020_F302_01_DP5F0P/preview/bio_s3_scs__1s_20260331t085135_20260331t085155_t_g01_m02_c03_t020_f302_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F302.kml
SCS_T020_F303,T020,F303,SCS,BIO_S3_SCS__1S_20260331T085154_20260331T085214_T_G01_M02_C03_T020_F303_01_DP5F5O,2026-03-31T08:51:54.478Z,2026-03-31T08:52:14.872Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085154_20260331T085214_T_G01_M02_C03_T020_F303_01_DP5F5O/BIO_S3_SCS__1S_20260331T085154_20260331T085214_T_G01_M02_C03_T020_F303_01_DP5F5O/preview/bio_s3_scs__1s_20260331t085154_20260331t085214_t_g01_m02_c03_t020_f303_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F303.kml
SCS_T020_F304,T020,F304,SCS,BIO_S3_SCS__1S_20260331T085213_20260331T085233_T_G01_M02_C03_T020_F304_01_DP5FCD,2026-03-31T08:52:13.486Z,2026-03-31T08:52:33.878Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085213_20260331T085233_T_G01_M02_C03_T020_F304_01_DP5FCD/BIO_S3_SCS__1S_20260331T085213_20260331T085233_T_G01_M02_C03_T020_F304_01_DP5FCD/preview/bio_s3_scs__1s_20260331t085213_20260331t085233_t_g01_m02_c03_t020_f304_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F304.kml
SCS_T020_F305,T020,F305,SCS,BIO_S3_SCS__1S_20260331T085232_20260331T085252_T_G01_M02_C03_T020_F305_01_DP5EX5,2026-03-31T08:52:32.493Z,2026-03-31T08:52:52.884Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085232_20260331T085252_T_G01_M02_C03_T020_F305_01_DP5EX5/BIO_S3_SCS__1S_20260331T085232_20260331T085252_T_G01_M02_C03_T020_F305_01_DP5EX5/preview/bio_s3_scs__1s_20260331t085232_20260331t085252_t_g01_m02_c03_t020_f305_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F305.kml
SCS_T020_F306,T020,F306,SCS,BIO_S3_SCS__1S_20260331T085251_20260331T085311_T_G01_M02_C03_T020_F306_01_DP5EXR,2026-03-31T08:52:51.499Z,2026-03-31T08:53:11.890Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085251_20260331T085311_T_G01_M02_C03_T020_F306_01_DP5EXR/BIO_S3_SCS__1S_20260331T085251_20260331T085311_T_G01_M02_C03_T020_F306_01_DP5EXR/preview/bio_s3_scs__1s_20260331t085251_20260331t085311_t_g01_m02_c03_t020_f306_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F306.kml
SCS_T020_F307,T020,F307,SCS,BIO_S3_SCS__1S_20260331T085310_20260331T085330_T_G01_M02_C03_T020_F307_01_DP5EXU,2026-03-31T08:53:10.501Z,2026-03-31T08:53:30.890Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085310_20260331T085330_T_G01_M02_C03_T020_F307_01_DP5EXU/BIO_S3_SCS__1S_20260331T085310_20260331T085330_T_G01_M02_C03_T020_F307_01_DP5EXU/preview/bio_s3_scs__1s_20260331t085310_20260331t085330_t_g01_m02_c03_t020_f307_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F307.kml
