orbit_key,track,frame,mode,product_name,start_datetime,end_datetime,repeat_cycle,orbit_state,feature_index,polygon_name,kml_url,output_kml
SCS_T020_F308,T020,F308,SCS,BIO_S3_SCS__1S_20260331T085329_20260331T085349_T_G01_M02_C03_T020_F308_01_DP5EX6,2026-03-31T08:53:29.506Z,2026-03-31T08:53:49.895Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085329_20260331T085349_T_G01_M02_C03_T020_F308_01_DP5EX6/BIO_S3_SCS__1S_20260331T085329_20260331T085349_T_G01_M02_C03_T020_F308_01_DP5EX6/preview/bio_s3_scs__1s_20260331t085329_20260331t085349_t_g01_m02_c03_t020_f308_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F308.kml
SCS_T020_F309,T020,F309,SCS,BIO_S3_SCS__1S_20260331T085348_20260331T085408_T_G01_M02_C03_T020_F309_01_DP5F81,2026-03-31T08:53:48.509Z,2026-03-31T08:54:08.896Z,3,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T085348_20260331T085408_T_G01_M02_C03_T020_F309_01_DP5F81/BIO_S3_SCS__1S_20260331T085348_20260331T085408_T_G01_M02_C03_T020_F309_01_DP5F81/preview/bio_s3_scs__1s_20260331t085348_20260331t085408_t_g01_m02_c03_t020_f309_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T020_F309.kml
SCS_T028_F157,T028,F157,SCS,BIO_S3_SCS__1S_20260331T211103_20260331T211123_T_G01_M02_C03_T028_F157_01_DP6GJB,2026-03-31T21:11:03.098Z,2026-03-31T21:11:23.483Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211103_20260331T211123_T_G01_M02_C03_T028_F157_01_DP6GJB/BIO_S3_SCS__1S_20260331T211103_20260331T211123_T_G01_M02_C03_T028_F157_01_DP6GJB/preview/bio_s3_scs__1s_20260331t211103_20260331t211123_t_g01_m02_c03_t028_f157_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F157.kml
SCS_T028_F158,T028,F158,SCS,BIO_S3_SCS__1S_20260331T211122_20260331T211142_T_G01_M02_C03_T028_F158_01_DP6GVS,2026-03-31T21:11:22.099Z,2026-03-31T21:11:42.485Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211122_20260331T211142_T_G01_M02_C03_T028_F158_01_DP6GVS/BIO_S3_SCS__1S_20260331T211122_20260331T211142_T_G01_M02_C03_T028_F158_01_DP6GVS/preview/bio_s3_scs__1s_20260331t211122_20260331t211142_t_g01_m02_c03_t028_f158_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F158.kml
SCS_T028_F159,T028,F159,SCS,BIO_S3_SCS__1S_20260331T211141_20260331T211201_T_G01_M02_C03_T028_F159_01_DP6GNO,2026-03-31T21:11:41.098Z,2026-03-31T21:12:01.486Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211141_20260331T211201_T_G01_M02_C03_T028_F159_01_DP6GNO/BIO_S3_SCS__1S_20260331T211141_20260331T211201_T_G01_M02_C03_T028_F159_01_DP6GNO/preview/bio_s3_scs__1s_20260331t211141_20260331t211201_t_g01_m02_c03_t028_f159_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F159.kml
SCS_T028_F160,T028,F160,SCS,BIO_S3_SCS__1S_20260331T211200_20260331T211220_T_G01_M02_C03_T028_F160_01_DP6GPJ,2026-03-31T21:12:00.101Z,2026-03-31T21:12:20.490Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211200_20260331T211220_T_G01_M02_C03_T028_F160_01_DP6GPJ/BIO_S3_SCS__1S_20260331T211200_20260331T211220_T_G01_M02_C03_T028_F160_01_DP6GPJ/preview/bio_s3_scs__1s_20260331t211200_20260331t211220_t_g01_m02_c03_t028_f160_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F160.kml
SCS_T028_F161,T028,F161,SCS,BIO_S3_SCS__1S_20260331T211219_20260331T211239_T_G01_M02_C03_T028_F161_01_DP6GIZ,2026-03-31T21:12:19.105Z,2026-03-31T21:12:39.495Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211219_20260331T211239_T_G01_M02_C03_T028_F161_01_DP6GIZ/BIO_S3_SCS__1S_20260331T211219_20260331T211239_T_G01_M02_C03_T028_F161_01_DP6GIZ/preview/bio_s3_scs__1s_20260331t211219_20260331t211239_t_g01_m02_c03_t028_f161_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F161.kml
SCS_T028_F162,T028,F162,SCS,BIO_S3_SCS__1S_20260331T211238_20260331T211258_T_G01_M02_C03_T028_F162_01_DP6GFC,2026-03-31T21:12:38.110Z,2026-03-31T21:12:58.499Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211238_20260331T211258_T_G01_M02_C03_T028_F162_01_DP6GFC/BIO_S3_SCS__1S_20260331T211238_20260331T211258_T_G01_M02_C03_T028_F162_01_DP6GFC/preview/bio_s3_scs__1s_20260331t211238_20260331t211258_t_g01_m02_c03_t028_f162_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F162.kml
SCS_T028_F163,T028,F163,SCS,BIO_S3_SCS__1S_20260331T211257_20260331T211317_T_G01_M02_C03_T028_F163_01_DP6GHN,2026-03-31T21:12:57.115Z,2026-03-31T21:13:17.507Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211257_20260331T211317_T_G01_M02_C03_T028_F163_01_DP6GHN/BIO_S3_SCS__1S_20260331T211257_20260331T211317_T_G01_M02_C03_T028_F163_01_DP6GHN/preview/bio_s3_scs__1s_20260331t211257_20260331t211317_t_g01_m02_c03_t028_f163_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F163.kml
SCS_T028_F164,T028,F164,SCS,BIO_S3_SCS__1S_20260331T211316_20260331T211336_T_G01_M02_C03_T028_F164_01_DP6GDS,2026-03-31T21:13:16.121Z,2026-03-31T21:13:36.512Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211316_20260331T211336_T_G01_M02_C03_T028_F164_01_DP6GDS/BIO_S3_SCS__1S_20260331T211316_20260331T211336_T_G01_M02_C03_T028_F164_01_DP6GDS/preview/bio_s3_scs__1s_20260331t211316_20260331t211336_t_g01_m02_c03_t028_f164_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F164.kml
SCS_T028_F165,T028,F165,SCS,BIO_S3_SCS__1S_20260331T211335_20260331T211355_T_G01_M02_C03_T028_F165_01_DP6GML,2026-03-31T21:13:35.127Z,2026-03-31T21:13:55.521Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211335_20260331T211355_T_G01_M02_C03_T028_F165_01_DP6GML/BIO_S3_SCS__1S_20260331T211335_20260331T211355_T_G01_M02_C03_T028_F165_01_DP6GML/preview/bio_s3_scs__1s_20260331t211335_20260331t211355_t_g01_m02_c03_t028_f165_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F165.kml
SCS_T028_F166,T028,F166,SCS,BIO_S3_SCS__1S_20260331T211354_20260331T211414_T_G01_M02_C03_T028_F166_01_DP6H0Y,2026-03-31T21:13:54.135Z,2026-03-31T21:14:14.529Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211354_20260331T211414_T_G01_M02_C03_T028_F166_01_DP6H0Y/BIO_S3_SCS__1S_20260331T211354_20260331T211414_T_G01_M02_C03_T028_F166_01_DP6H0Y/preview/bio_s3_scs__1s_20260331t211354_20260331t211414_t_g01_m02_c03_t028_f166_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F166.kml
SCS_T028_F167,T028,F167,SCS,BIO_S3_SCS__1S_20260331T211413_20260331T211433_T_G01_M02_C03_T028_F167_01_DP6GWY,2026-03-31T21:14:13.143Z,2026-03-31T21:14:33.538Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211413_20260331T211433_T_G01_M02_C03_T028_F167_01_DP6GWY/BIO_S3_SCS__1S_20260331T211413_20260331T211433_T_G01_M02_C03_T028_F167_01_DP6GWY/preview/bio_s3_scs__1s_20260331t211413_20260331t211433_t_g01_m02_c03_t028_f167_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F167.kml
SCS_T028_F168,T028,F168,SCS,BIO_S3_SCS__1S_20260331T211432_20260331T211452_T_G01_M02_C03_T028_F168_01_DP6H05,2026-03-31T21:14:32.152Z,2026-03-31T21:14:52.547Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211432_20260331T211452_T_G01_M02_C03_T028_F168_01_DP6H05/BIO_S3_SCS__1S_20260331T211432_20260331T211452_T_G01_M02_C03_T028_F168_01_DP6H05/preview/bio_s3_scs__1s_20260331t211432_20260331t211452_t_g01_m02_c03_t028_f168_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F168.kml
SCS_T028_F169,T028,F169,SCS,BIO_S3_SCS__1S_20260331T211451_20260331T211511_T_G01_M02_C03_T028_F169_01_DP6HCJ,2026-03-31T21:14:51.164Z,2026-03-31T21:15:11.560Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211451_20260331T211511_T_G01_M02_C03_T028_F169_01_DP6HCJ/BIO_S3_SCS__1S_20260331T211451_20260331T211511_T_G01_M02_C03_T028_F169_01_DP6HCJ/preview/bio_s3_scs__1s_20260331t211451_20260331t211511_t_g01_m02_c03_t028_f169_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F169.kml
SCS_T028_F170,T028,F170,SCS,BIO_S3_SCS__1S_20260331T211510_20260331T211530_T_G01_M02_C03_T028_F170_01_DP6H52,2026-03-31T21:15:10.175Z,2026-03-31T21:15:30.573Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211510_20260331T211530_T_G01_M02_C03_T028_F170_01_DP6H52/BIO_S3_SCS__1S_20260331T211510_20260331T211530_T_G01_M02_C03_T028_F170_01_DP6H52/preview/bio_s3_scs__1s_20260331t211510_20260331t211530_t_g01_m02_c03_t028_f170_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F170.kml
SCS_T028_F171,T028,F171,SCS,BIO_S3_SCS__1S_20260331T211529_20260331T211549_T_G01_M02_C03_T028_F171_01_DP6GR4,2026-03-31T21:15:29.187Z,2026-03-31T21:15:49.586Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211529_20260331T211549_T_G01_M02_C03_T028_F171_01_DP6GR4/BIO_S3_SCS__1S_20260331T211529_20260331T211549_T_G01_M02_C03_T028_F171_01_DP6GR4/preview/bio_s3_scs__1s_20260331t211529_20260331t211549_t_g01_m02_c03_t028_f171_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F171.kml
SCS_T028_F172,T028,F172,SCS,BIO_S3_SCS__1S_20260331T211548_20260331T211608_T_G01_M02_C03_T028_F172_01_DP6GP5,2026-03-31T21:15:48.200Z,2026-03-31T21:16:08.600Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211548_20260331T211608_T_G01_M02_C03_T028_F172_01_DP6GP5/BIO_S3_SCS__1S_20260331T211548_20260331T211608_T_G01_M02_C03_T028_F172_01_DP6GP5/preview/bio_s3_scs__1s_20260331t211548_20260331t211608_t_g01_m02_c03_t028_f172_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F172.kml
SCS_T028_F173,T028,F173,SCS,BIO_S3_SCS__1S_20260331T211607_20260331T211627_T_G01_M02_C03_T028_F173_01_DP6GM2,2026-03-31T21:16:07.215Z,2026-03-31T21:16:27.615Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211607_20260331T211627_T_G01_M02_C03_T028_F173_01_DP6GM2/BIO_S3_SCS__1S_20260331T211607_20260331T211627_T_G01_M02_C03_T028_F173_01_DP6GM2/preview/bio_s3_scs__1s_20260331t211607_20260331t211627_t_g01_m02_c03_t028_f173_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F173.kml
SCS_T028_F174,T028,F174,SCS,BIO_S3_SCS__1S_20260331T211626_20260331T211646_T_G01_M02_C03_T028_F174_01_DP6GP3,2026-03-31T21:16:26.226Z,2026-03-31T21:16:46.628Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211626_20260331T211646_T_G01_M02_C03_T028_F174_01_DP6GP3/BIO_S3_SCS__1S_20260331T211626_20260331T211646_T_G01_M02_C03_T028_F174_01_DP6GP3/preview/bio_s3_scs__1s_20260331t211626_20260331t211646_t_g01_m02_c03_t028_f174_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F174.kml
SCS_T028_F175,T028,F175,SCS,BIO_S3_SCS__1S_20260331T211645_20260331T211705_T_G01_M02_C03_T028_F175_01_DP6GX3,2026-03-31T21:16:45.244Z,2026-03-31T21:17:05.647Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211645_20260331T211705_T_G01_M02_C03_T028_F175_01_DP6GX3/BIO_S3_SCS__1S_20260331T211645_20260331T211705_T_G01_M02_C03_T028_F175_01_DP6GX3/preview/bio_s3_scs__1s_20260331t211645_20260331t211705_t_g01_m02_c03_t028_f175_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F175.kml
SCS_T028_F176,T028,F176,SCS,BIO_S3_SCS__1S_20260331T211704_20260331T211724_T_G01_M02_C03_T028_F176_01_DP6H3J,2026-03-31T21:17:04.262Z,2026-03-31T21:17:24.665Z,3,DESCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/31/BIO_S3_SCS__1S_20260331T211704_20260331T211724_T_G01_M02_C03_T028_F176_01_DP6H3J/BIO_S3_SCS__1S_20260331T211704_20260331T211724_T_G01_M02_C03_T028_F176_01_DP6H3J/preview/bio_s3_scs__1s_20260331t211704_20260331t211724_t_g01_m02_c03_t028_f176_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T028_F176.kml
SCS_T035_F289,T035,F289,SCS,BIO_S1_SCS__1S_20260302T091952_20260302T092012_T_G01_M02_C07_T035_F289_01_DNNR4I,2026-03-02T09:19:52.097Z,2026-03-02T09:20:12.503Z,7,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/02/BIO_S1_SCS__1S_20260302T091952_20260302T092012_T_G01_M02_C07_T035_F289_01_DNNR4I/BIO_S1_SCS__1S_20260302T091952_20260302T092012_T_G01_M02_C07_T035_F289_01_DNNR4I/preview/bio_s1_scs__1s_20260302t091952_20260302t092012_t_g01_m02_c07_t035_f289_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F289.kml
SCS_T035_F290,T035,F290,SCS,BIO_S3_SCS__1S_20260329T092029_20260329T092050_T_G01_M02_C02_T035_F290_01_DP1R8A,2026-03-29T09:20:29.599Z,2026-03-29T09:20:50.004Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092029_20260329T092050_T_G01_M02_C02_T035_F290_01_DP1R8A/BIO_S3_SCS__1S_20260329T092029_20260329T092050_T_G01_M02_C02_T035_F290_01_DP1R8A/preview/bio_s3_scs__1s_20260329t092029_20260329t092050_t_g01_m02_c02_t035_f290_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F290.kml
SCS_T035_F291,T035,F291,SCS,BIO_S3_SCS__1S_20260329T092048_20260329T092109_T_G01_M02_C02_T035_F291_01_DP1QVS,2026-03-29T09:20:48.619Z,2026-03-29T09:21:09.024Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092048_20260329T092109_T_G01_M02_C02_T035_F291_01_DP1QVS/BIO_S3_SCS__1S_20260329T092048_20260329T092109_T_G01_M02_C02_T035_F291_01_DP1QVS/preview/bio_s3_scs__1s_20260329t092048_20260329t092109_t_g01_m02_c02_t035_f291_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F291.kml
SCS_T035_F292,T035,F292,SCS,BIO_S3_SCS__1S_20260329T092107_20260329T092128_T_G01_M02_C02_T035_F292_01_DP1QX1,2026-03-29T09:21:07.639Z,2026-03-29T09:21:28.043Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092107_20260329T092128_T_G01_M02_C02_T035_F292_01_DP1QX1/BIO_S3_SCS__1S_20260329T092107_20260329T092128_T_G01_M02_C02_T035_F292_01_DP1QX1/preview/bio_s3_scs__1s_20260329t092107_20260329t092128_t_g01_m02_c02_t035_f292_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F292.kml
SCS_T035_F293,T035,F293,SCS,BIO_S3_SCS__1S_20260329T092126_20260329T092147_T_G01_M02_C02_T035_F293_01_DP1QVC,2026-03-29T09:21:26.658Z,2026-03-29T09:21:47.061Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092126_20260329T092147_T_G01_M02_C02_T035_F293_01_DP1QVC/BIO_S3_SCS__1S_20260329T092126_20260329T092147_T_G01_M02_C02_T035_F293_01_DP1QVC/preview/bio_s3_scs__1s_20260329t092126_20260329t092147_t_g01_m02_c02_t035_f293_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F293.kml
SCS_T035_F294,T035,F294,SCS,BIO_S3_SCS__1S_20260329T092145_20260329T092206_T_G01_M02_C02_T035_F294_01_DP1QSW,2026-03-29T09:21:45.675Z,2026-03-29T09:22:06.076Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092145_20260329T092206_T_G01_M02_C02_T035_F294_01_DP1QSW/BIO_S3_SCS__1S_20260329T092145_20260329T092206_T_G01_M02_C02_T035_F294_01_DP1QSW/preview/bio_s3_scs__1s_20260329t092145_20260329t092206_t_g01_m02_c02_t035_f294_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F294.kml
SCS_T035_F295,T035,F295,SCS,BIO_S3_SCS__1S_20260329T092204_20260329T092225_T_G01_M02_C02_T035_F295_01_DP1QU3,2026-03-29T09:22:04.692Z,2026-03-29T09:22:25.093Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092204_20260329T092225_T_G01_M02_C02_T035_F295_01_DP1QU3/BIO_S3_SCS__1S_20260329T092204_20260329T092225_T_G01_M02_C02_T035_F295_01_DP1QU3/preview/bio_s3_scs__1s_20260329t092204_20260329t092225_t_g01_m02_c02_t035_f295_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F295.kml
SCS_T035_F296,T035,F296,SCS,BIO_S3_SCS__1S_20260329T092223_20260329T092244_T_G01_M02_C02_T035_F296_01_DP1R45,2026-03-29T09:22:23.708Z,2026-03-29T09:22:44.107Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092223_20260329T092244_T_G01_M02_C02_T035_F296_01_DP1R45/BIO_S3_SCS__1S_20260329T092223_20260329T092244_T_G01_M02_C02_T035_F296_01_DP1R45/preview/bio_s3_scs__1s_20260329t092223_20260329t092244_t_g01_m02_c02_t035_f296_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F296.kml
SCS_T035_F297,T035,F297,SCS,BIO_S3_SCS__1S_20260329T092242_20260329T092303_T_G01_M02_C02_T035_F297_01_DP1R2I,2026-03-29T09:22:42.723Z,2026-03-29T09:23:03.121Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092242_20260329T092303_T_G01_M02_C02_T035_F297_01_DP1R2I/BIO_S3_SCS__1S_20260329T092242_20260329T092303_T_G01_M02_C02_T035_F297_01_DP1R2I/preview/bio_s3_scs__1s_20260329t092242_20260329t092303_t_g01_m02_c02_t035_f297_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F297.kml
SCS_T035_F298,T035,F298,SCS,BIO_S3_SCS__1S_20260329T092301_20260329T092322_T_G01_M02_C02_T035_F298_01_DP1R0O,2026-03-29T09:23:01.737Z,2026-03-29T09:23:22.135Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092301_20260329T092322_T_G01_M02_C02_T035_F298_01_DP1R0O/BIO_S3_SCS__1S_20260329T092301_20260329T092322_T_G01_M02_C02_T035_F298_01_DP1R0O/preview/bio_s3_scs__1s_20260329t092301_20260329t092322_t_g01_m02_c02_t035_f298_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F298.kml
SCS_T035_F299,T035,F299,SCS,BIO_S3_SCS__1S_20260329T092320_20260329T092341_T_G01_M02_C02_T035_F299_01_DP1R2E,2026-03-29T09:23:20.751Z,2026-03-29T09:23:41.148Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092320_20260329T092341_T_G01_M02_C02_T035_F299_01_DP1R2E/BIO_S3_SCS__1S_20260329T092320_20260329T092341_T_G01_M02_C02_T035_F299_01_DP1R2E/preview/bio_s3_scs__1s_20260329t092320_20260329t092341_t_g01_m02_c02_t035_f299_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F299.kml
SCS_T035_F300,T035,F300,SCS,BIO_S3_SCS__1S_20260329T092339_20260329T092400_T_G01_M02_C02_T035_F300_01_DP1R1G,2026-03-29T09:23:39.763Z,2026-03-29T09:24:00.158Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092339_20260329T092400_T_G01_M02_C02_T035_F300_01_DP1R1G/BIO_S3_SCS__1S_20260329T092339_20260329T092400_T_G01_M02_C02_T035_F300_01_DP1R1G/preview/bio_s3_scs__1s_20260329t092339_20260329t092400_t_g01_m02_c02_t035_f300_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F300.kml
SCS_T035_F301,T035,F301,SCS,BIO_S3_SCS__1S_20260329T092358_20260329T092419_T_G01_M02_C02_T035_F301_01_DP1RGK,2026-03-29T09:23:58.775Z,2026-03-29T09:24:19.171Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092358_20260329T092419_T_G01_M02_C02_T035_F301_01_DP1RGK/BIO_S3_SCS__1S_20260329T092358_20260329T092419_T_G01_M02_C02_T035_F301_01_DP1RGK/preview/bio_s3_scs__1s_20260329t092358_20260329t092419_t_g01_m02_c02_t035_f301_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F301.kml
SCS_T035_F302,T035,F302,SCS,BIO_S3_SCS__1S_20260329T092417_20260329T092438_T_G01_M02_C02_T035_F302_01_DP1RBO,2026-03-29T09:24:17.785Z,2026-03-29T09:24:38.180Z,2,ASCENDING,0,feature_0_part_1,https://catalog.maap.eo.esa.int/data/biomass-pdgs-01/BiomassLevel1a/2026/03/29/BIO_S3_SCS__1S_20260329T092417_20260329T092438_T_G01_M02_C02_T035_F302_01_DP1RBO/BIO_S3_SCS__1S_20260329T092417_20260329T092438_T_G01_M02_C02_T035_F302_01_DP1RBO/preview/bio_s3_scs__1s_20260329t092417_20260329t092438_t_g01_m02_c02_t035_f302_map.kml,C:\Users\jales\Documents\GitHub\thesis_code\datasets\biomass_orbits\SCS_T035_F302.kml
