scene_id,product_name,collection,mode,track,frame,start_datetime,end_datetime,repeat_cycle,orbit_state,raw_properties
BIO_S1_SCS__1S_20260301T211430_20260301T211451_T_G01_M02_C07_T028_F169_01_DNMWAW,BIO_S1_SCS__1S_20260301T211430_20260301T211451_T_G01_M02_C07_T028_F169_01_DNMWAW,BiomassLevel1a,SCS,T028,F169,2026-03-01T21:14:30.855Z,2026-03-01T21:14:51.253Z,7,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-03-01T20:21:22.493Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""2"", ""datetime"": ""2026-03-01T21:14:30.855Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""36834176"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-169"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-03-02T09:42:32Z"", ""published"": ""2026-03-01T21:14:51.253Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-03-02T09:42:32Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T13:25:07Z"", ""sat:absolute_orbit"": 4496, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260424T211859_20260424T211920_T_G01_M03_C01_T028_F169_02_DQF137,BIO_S1_SCS__1S_20260424T211859_20260424T211920_T_G01_M03_C01_T028_F169_02_DQF137,BiomassLevel1a,SCS,T028,F169,2026-04-24T21:18:59.794Z,2026-04-24T21:19:20.192Z,1,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-04-24T20:25:51.443Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-04-24T21:18:59.794Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""43322236"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.2""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-169"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-04-25T11:25:55Z"", ""published"": ""2026-04-24T21:19:20.192Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-04-25T11:25:55Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-09T16:48:39Z"", ""sat:absolute_orbit"": 5288, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260427T211901_20260427T211922_T_G01_M03_C02_T028_F169_02_DQKKPM,BIO_S1_SCS__1S_20260427T211901_20260427T211922_T_G01_M03_C02_T028_F169_02_DQKKPM,BiomassLevel1a,SCS,T028,F169,2026-04-27T21:19:01.705Z,2026-04-27T21:19:22.103Z,2,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-04-27T20:25:53.361Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-04-27T21:19:01.705Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""43682683"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.2""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-169"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-04-28T11:17:46Z"", ""published"": ""2026-04-27T21:19:22.103Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-04-28T11:17:46Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-10T21:53:21Z"", ""sat:absolute_orbit"": 5332, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260301T211449_20260301T211510_T_G01_M02_C07_T028_F170_01_DNMWFH,BIO_S1_SCS__1S_20260301T211449_20260301T211510_T_G01_M02_C07_T028_F170_01_DNMWFH,BiomassLevel1a,SCS,T028,F170,2026-03-01T21:14:49.865Z,2026-03-01T21:15:10.263Z,7,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-03-01T20:21:22.493Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""2"", ""datetime"": ""2026-03-01T21:14:49.865Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""36834176"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-170"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-03-02T09:45:17Z"", ""published"": ""2026-03-01T21:15:10.263Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-03-02T09:45:17Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T13:25:07Z"", ""sat:absolute_orbit"": 4496, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260427T211920_20260427T211941_T_G01_M03_C02_T028_F170_02_DQKKUO,BIO_S1_SCS__1S_20260427T211920_20260427T211941_T_G01_M03_C02_T028_F170_02_DQKKUO,BiomassLevel1a,SCS,T028,F170,2026-04-27T21:19:20.717Z,2026-04-27T21:19:41.115Z,2,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-04-27T20:25:53.361Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-04-27T21:19:20.717Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""43682683"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.2""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-170"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-04-28T11:20:48Z"", ""published"": ""2026-04-27T21:19:41.115Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-04-28T11:20:48Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-10T21:53:20Z"", ""sat:absolute_orbit"": 5332, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20251122T211013_20251122T211034_T_G01_M01_C01_T028_F171_01_DNRKB4,BIO_S1_SCS__1S_20251122T211013_20251122T211034_T_G01_M01_C01_T028_F171_01_DNRKB4,BiomassLevel1a,SCS,T028,F171,2025-11-22T21:10:13.990Z,2025-11-22T21:10:34.389Z,1,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2025-11-22T20:16:27.559Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""1"", ""datetime"": ""2025-11-22T21:10:13.990Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""24939406"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-03-04T22:11:28Z"", ""published"": ""2025-11-22T21:10:34.389Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-03-04T22:11:28Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T09:30:35Z"", ""sat:absolute_orbit"": 3044, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260211T211458_20260211T211518_T_G01_M02_C01_T028_F171_01_DMPI3D,BIO_S1_SCS__1S_20260211T211458_20260211T211518_T_G01_M02_C01_T028_F171_01_DMPI3D,BiomassLevel1a,SCS,T028,F171,2026-02-11T21:14:58.072Z,2026-02-11T21:15:18.471Z,1,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-02-11T20:21:11.722Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""2"", ""datetime"": ""2026-02-11T21:14:58.072Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""34671487"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-02-12T08:54:49Z"", ""published"": ""2026-02-11T21:15:18.471Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-02-12T08:54:49Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T12:41:18Z"", ""sat:absolute_orbit"": 4232, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260301T211508_20260301T211529_T_G01_M02_C07_T028_F171_01_DNMWHQ,BIO_S1_SCS__1S_20260301T211508_20260301T211529_T_G01_M02_C07_T028_F171_01_DNMWHQ,BiomassLevel1a,SCS,T028,F171,2026-03-01T21:15:08.879Z,2026-03-01T21:15:29.278Z,7,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-03-01T20:21:22.493Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""2"", ""datetime"": ""2026-03-01T21:15:08.879Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""36834176"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-03-02T09:46:38Z"", ""published"": ""2026-03-01T21:15:29.278Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-03-02T09:46:38Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T13:25:07Z"", ""sat:absolute_orbit"": 4496, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260424T211937_20260424T211958_T_G01_M03_C01_T028_F171_02_DQF0IS,BIO_S1_SCS__1S_20260424T211937_20260424T211958_T_G01_M03_C01_T028_F171_02_DQF0IS,BiomassLevel1a,SCS,T028,F171,2026-04-24T21:19:37.821Z,2026-04-24T21:19:58.220Z,1,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-04-24T20:25:51.443Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-04-24T21:19:37.821Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""43322236"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.2""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-04-25T11:13:40Z"", ""published"": ""2026-04-24T21:19:58.220Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-04-25T11:13:40Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-09T16:48:40Z"", ""sat:absolute_orbit"": 5288, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260427T211939_20260427T212000_T_G01_M03_C02_T028_F171_02_DQKKAG,BIO_S1_SCS__1S_20260427T211939_20260427T212000_T_G01_M03_C02_T028_F171_02_DQKKAG,BiomassLevel1a,SCS,T028,F171,2026-04-27T21:19:39.730Z,2026-04-27T21:20:00.129Z,2,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-04-27T20:25:53.361Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-04-27T21:19:39.730Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""43682683"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.2""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-04-28T11:08:40Z"", ""published"": ""2026-04-27T21:20:00.129Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-04-28T11:08:40Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-10T21:53:21Z"", ""sat:absolute_orbit"": 5332, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20260509T211947_20260509T212007_T_G01_M03_C06_T028_F171_02_DR723K,BIO_S1_SCS__1S_20260509T211947_20260509T212007_T_G01_M03_C06_T028_F171_02_DR723K,BiomassLevel1a,SCS,T028,F171,2026-05-09T21:19:47.495Z,2026-05-09T21:20:07.895Z,6,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2026-05-09T20:26:01.107Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""3"", ""datetime"": ""2026-05-09T21:19:47.495Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""45124469"", ""processing:software"": {""Biomass L1 Processor"": ""4.4.3""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-171"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-05-10T14:40:32Z"", ""published"": ""2026-05-09T21:20:07.895Z"", ""version"": ""02"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-05-10T14:40:32Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-06-10T22:45:01Z"", ""sat:absolute_orbit"": 5508, ""product:acquisition_type"": ""nominal""}"
BIO_S1_SCS__1S_20251122T211033_20251122T211053_T_G01_M01_C01_T028_F172_01_DNRK7G,BIO_S1_SCS__1S_20251122T211033_20251122T211053_T_G01_M01_C01_T028_F172_01_DNRK7G,BiomassLevel1a,SCS,T028,F172,2025-11-22T21:10:33.004Z,2025-11-22T21:10:53.405Z,1,DESCENDING,"{""processing:facility"": ""Biomass CPF"", ""product:type"": ""S1_SCS__1S"", ""eofeos:global_coverage_id"": ""1"", ""sat:anx_datetime"": ""2025-11-22T20:16:27.559Z"", ""platform"": ""Biomass"", ""eofeos:major_cycle_id"": ""1"", ""datetime"": ""2025-11-22T21:10:33.004Z"", ""instruments"": [""P-SAR""], ""constellation"": ""Biomass"", ""storage:schemes"": {""biomass-pdgs-01"": {""bucket"": ""biomass-pdgs-01"", ""description"": ""This endpoint provides access to EO data which is stored on the object storage of the ESA MAAP. See the [documentation](https://portal.maap.eo.esa.int/dataaccess/) for more information, including how to get credentials."", ""type"": ""custom-s3"", ""title"": ""ESA MAAP S3"", ""region"": ""gra"", ""platform"": ""https://{bucket}.s3.{region}.io.cloud.ovh.net""}}, ""eopf:datatake_id"": ""24939406"", ""processing:software"": {""Biomass L1 Processor"": ""4.3.1""}, ""eopf:instrument_configuration_id"": 0, ""grid:code"": ""WRS-28-172"", ""processing:level"": ""L1A"", ""proj:code"": ""EPSG:4326"", ""sci:doi"": ""10.57780/bio-bef83b4"", ""created"": ""2026-03-04T22:09:16Z"", ""published"": ""2025-11-22T21:10:53.405Z"", ""version"": ""01"", ""sar:observation_direction"": ""left"", ""sar:polarizations"": [""HH"", ""HV"", ""VH"", ""VV""], ""auth:schemes"": {""s3"": {""type"": ""s3""}, ""oidc"": {""openIdConnectUrl"": ""https://iam.ascend.icsgate.eu/realms/esa-maap/.well-known/openid-configuration"", ""type"": ""openIdConnect""}}, ""sar:instrument_mode"": ""SM"", ""eofeos:orbit_drift_flag"": false, ""processing:datetime"": ""2026-03-04T22:09:16Z"", ""eofeos:mission_phase"": ""TOMOGRAPHIC"", ""updated"": ""2026-05-17T09:30:35Z"", ""sat:absolute_orbit"": 3044, ""product:acquisition_type"": ""nominal""}"
