bootstrap_id,T_bootstrap
1,-275.67163719062228
2,-78.094982577080373
3,-13.54048049839912
4,1168.6188346194103
5,925.46946235600626
6,-354.72516747339978
7,-201.89084166314569
8,78.697424984886311
9,38.439418157708133
10,250.06474806746701
11,21.571323018724797
12,-355.77380913580419
13,250.32197067982634
14,-19.21799114177702
15,160.71809373298311
16,176.1572086426313
17,358.93153031147085
18,-199.41658628138248
19,219.52160607709084
20,-2.2901643401419278
21,608.00416522938758
22,-59.601764905033633
23,570.25252224237192
24,-437.5969437781896
25,-390.6155173574225
26,87.529788038955303
27,167.68925122189103
28,408.83527897516615
29,-464.14087120769545
30,266.38878634074354
31,343.72641427075723
32,-73.900146960309939
33,-65.411624222091632
34,289.75347329568467
35,-452.36747721864958
36,408.64704852056457
37,-410.15745434330893
38,-3.6622809481050353
39,-226.58884679837502
40,4.93490906158695
41,266.17507358151488
42,-31.562259069411084
43,-80.82347416455741
44,-65.343786155310227
45,-219.06707437869045
46,1420.9266498116485
47,407.01828150532674
48,30.612006072333315
49,-354.90250926825684
50,-200.85543078021146
51,62.037235522235278
52,1436.6595126517641
53,-236.01849594910163
54,-365.50500095103052
55,387.23085840701242
56,333.29927376957494
57,-82.897094047802966
58,-324.65947175672045
59,684.86673855187837
60,-11.94381869820063
61,-341.21179995097918
62,-329.56646557489876
63,273.64053882678854
64,313.85968663103995
65,-38.505095508939121
66,-587.04138900153339
67,-400.05174790101591
68,-276.00274911290035
69,-280.5733478012844
70,-628.64363548561232
71,-407.20278763512033
72,-22.263580570055638
73,279.42051428090781
74,399.67731472698506
75,-277.69621476496104
76,-508.98696706115152
77,241.78642032877542
78,129.80357983658905
79,-484.74265055105207
80,-54.762339647917543
81,-228.01914608880179
82,912.66473533626413
83,-462.48074910993455
84,743.12090684412397
85,34.517870653449791
86,-218.04438722642954
87,-667.95836457173573
88,-158.76475469575962
89,-278.26429888623534
90,192.88102405593963
91,286.62248184674536
92,-369.3085458430869
93,267.45591211150168
94,-334.22085373941809
95,-119.11521011753939
96,-223.01945439286646
97,351.72384280897677
98,866.24455317080719
99,-306.42524088241044
100,111.14768822820042
101,-187.54835918813478
102,-219.70862480741926
103,-486.59847726044245
104,161.1508986291592
105,-752.61452969085076
106,-533.50499398206011
107,-118.12473252110067
108,-456.87437797707389
109,-403.10677713359473
110,242.97655741759809
111,-151.2063159965619
112,-133.37387758793193
113,-224.56870573642664
114,-125.21069675483159
115,-315.91834613450919
116,-383.15279958886094
117,-28.866566756973043
118,1369.0638283834851
119,-325.92946190392831
120,256.18308280635392
121,-220.2519785441109
122,-65.106323388608871
123,214.85964980223798
124,362.22371391786146
125,-268.58629313090933
126,-61.073741989617702
127,1129.7623164791439
128,-262.26731347775785
129,865.89973603416001
130,-429.82326133735478
131,-521.11869045428466
132,194.93034652358619
133,-486.25453740102239
134,-168.5792703673942
