orbit_key,dataset,collection,product_type,mode,orbit_state,track,track_number,frame,frame_number,scene_count,unique_footprints,repeat_cycles,absolute_orbits,first_start_time,last_stop_time,example_scene
SCS_T028_F160,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F160,160,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:06:44.702Z,2026-03-31T21:12:20.490Z,BIO_S1_SCS__1S_20251201T210650_20251201T210711_T_G01_M01_C04_T028_F160_01_DKQ8XW
SCS_T028_F161,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F161,161,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:07:03.705Z,2026-03-31T21:12:39.495Z,BIO_S2_SCS__1M_20251225T210723_20251225T210744_T_G01_M01_C05_T028_F161_01_DK8LEP
SCS_T028_F162,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F162,162,77,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:07:22.711Z,2026-03-31T21:12:58.499Z,BIO_S1_SCS__1S_20251201T210728_20251201T210749_T_G01_M01_C04_T028_F162_01_DKQBP2
SCS_T028_F163,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F163,163,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:07:41.717Z,2026-03-31T21:13:17.507Z,BIO_S1_SCS__1S_20251201T210747_20251201T210808_T_G01_M01_C04_T028_F163_01_DKQBON
SCS_T028_F164,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F164,164,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:08:00.724Z,2026-03-31T21:13:36.512Z,BIO_S1_SCS__1M_20260217T211248_20260217T211309_T_G01_M02_C03_T028_F164_01_DN0M88
SCS_T028_F165,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F165,165,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:08:19.731Z,2026-03-31T21:13:55.521Z,BIO_S2_SCS__1M_20251219T210836_20251219T210857_T_G01_M01_C03_T028_F165_01_DJXEKC
SCS_T028_F166,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F166,166,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:08:38.737Z,2026-03-31T21:14:14.529Z,BIO_S2_SCS__1S_20251213T210851_20251213T210912_T_G01_M01_C01_T028_F166_01_DJMD1A
SCS_T028_F167,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F167,167,80,40,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:08:57.748Z,2026-03-31T21:14:33.538Z,BIO_S1_SCS__1M_20251201T210903_20251201T210924_T_G01_M01_C04_T028_F167_01_DKQ743
SCS_T028_F168,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F168,168,80,40,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:09:16.758Z,2026-03-31T21:14:52.547Z,BIO_S1_SCS__1M_20260217T211404_20260217T211425_T_G01_M02_C03_T028_F168_01_DN0MB9
SCS_T028_F169,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F169,169,80,40,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:09:35.769Z,2026-03-31T21:15:11.560Z,BIO_S1_SCS__1M_20251125T210937_20251125T210958_T_G01_M01_C02_T028_F169_01_DK9HFB
SCS_T028_F170,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F170,170,80,40,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:09:54.781Z,2026-03-31T21:15:30.573Z,BIO_S1_SCS__1M_20260217T211442_20260217T211503_T_G01_M02_C03_T028_F170_01_DN0MC0
SCS_T028_F171,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F171,171,80,40,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:10:13.794Z,2026-03-31T21:15:49.586Z,BIO_S1_SCS__1S_20251125T211015_20251125T211036_T_G01_M01_C02_T028_F171_01_DK9FXJ
SCS_T028_F172,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F172,172,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:10:32.808Z,2026-03-31T21:16:08.600Z,BIO_S1_SCS__1M_20251201T211038_20251201T211059_T_G01_M01_C04_T028_F172_01_DKQ7GP
SCS_T028_F173,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F173,173,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:10:51.823Z,2026-03-31T21:16:27.615Z,BIO_S1_SCS__1M_20260217T211539_20260217T211600_T_G01_M02_C03_T028_F173_01_DN0M2V
SCS_T028_F174,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F174,174,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:11:10.837Z,2026-03-31T21:16:46.628Z,BIO_S1_SCS__1S_20260211T211555_20260211T211615_T_G01_M02_C01_T028_F174_01_DMPI49
SCS_T028_F175,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F175,175,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:11:29.855Z,2026-03-31T21:17:05.647Z,BIO_S1_SCS__1M_20251201T211135_20251201T211156_T_G01_M01_C04_T028_F175_01_DKQ7GS
SCS_T028_F176,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T028,28,F176,176,78,39,"1,10,2,3,4,5,6,7,8,9","3044,3088,3132,3176,3352,3396,3440,3484,3528,3572,3616,3660,3704,3792,3836,3880,3924,3968,4012,4056,4232,4276,4320,4364,4408,4452,4496,4540,4584,4628,4672,4716,4760,4804,4848,4892,4936",2025-11-22T21:11:48.873Z,2026-03-31T21:17:24.665Z,BIO_S1_SCS__1S_20260217T211636_20260217T211657_T_G01_M02_C03_T028_F176_01_DN0LZM
SCS_T035_F289,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F289,289,24,12,"1,2,3,4,5,6,7","3051,3095,3183,4239,4283,4327,4371,4415,4459,4503",2025-11-23T09:15:04.181Z,2026-03-02T09:20:12.503Z,BIO_S1_SCS__1S_20251202T091509_20251202T091523_T_G01_M01_C04_T035_F289_01_DKR2K2
SCS_T035_F290,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F290,290,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:15:16.010Z,2026-04-01T09:20:51.789Z,BIO_S1_SCS__1S_20251123T091516_20251123T091536_T_G01_M01_C01_T035_F290_01_DK4LPZ
SCS_T035_F291,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F291,291,76,37,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:15:35.030Z,2026-04-01T09:21:10.809Z,BIO_S1_SCS__1M_20251202T091540_20251202T091601_T_G01_M01_C04_T035_F291_01_DKR1X3
SCS_T035_F292,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F292,292,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:15:54.048Z,2026-04-01T09:21:29.828Z,BIO_S1_SCS__1S_20251123T091554_20251123T091614_T_G01_M01_C01_T035_F292_01_DK4PI1
SCS_T035_F293,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F293,293,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:16:13.067Z,2026-04-01T09:21:48.847Z,BIO_S2_SCS__1S_20251214T091625_20251214T091646_T_G01_M01_C01_T035_F293_01_DJN35K
SCS_T035_F294,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F294,294,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:16:32.085Z,2026-04-01T09:22:07.862Z,BIO_S1_SCS__1S_20260218T092120_20260218T092140_T_G01_M02_C03_T035_F294_01_DN1FQ7
SCS_T035_F295,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F295,295,74,36,"1,10,2,3,4,5,6,7,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:16:51.100Z,2026-04-01T09:22:26.879Z,BIO_S1_SCS__1S_20251202T091656_20251202T091717_T_G01_M01_C04_T035_F295_01_DKR1WR
SCS_T035_F296,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F296,296,78,39,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:17:10.117Z,2026-04-01T09:22:45.895Z,BIO_S1_SCS__1S_20251202T091715_20251202T091736_T_G01_M01_C04_T035_F296_01_DKR281
SCS_T035_F297,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F297,297,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:17:29.131Z,2026-04-01T09:23:04.910Z,BIO_S1_SCS__1S_20251202T091735_20251202T091755_T_G01_M01_C04_T035_F297_01_DKR27O
SCS_T035_F298,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F298,298,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:17:48.144Z,2026-04-01T09:23:23.920Z,BIO_S1_SCS__1S_20251202T091754_20251202T091814_T_G01_M01_C04_T035_F298_01_DKR2DG
SCS_T035_F299,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F299,299,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:18:07.156Z,2026-04-01T09:23:42.935Z,BIO_S2_SCS__1S_20251214T091819_20251214T091840_T_G01_M01_C01_T035_F299_01_DJN3HS
SCS_T035_F300,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F300,300,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:18:26.168Z,2026-04-01T09:24:01.946Z,BIO_S1_SCS__1S_20251126T091828_20251126T091848_T_G01_M01_C02_T035_F300_01_DK96R9
SCS_T035_F301,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F301,301,76,37,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:18:45.179Z,2026-04-01T09:24:20.955Z,BIO_S2_SCS__1M_20251214T091857_20251214T091918_T_G01_M01_C01_T035_F301_01_DJN3GP
SCS_T035_F302,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F302,302,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:19:04.188Z,2026-04-01T09:24:39.967Z,BIO_S1_SCS__1S_20251202T091910_20251202T091930_T_G01_M01_C04_T035_F302_01_DKR1RO
SCS_T035_F303,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F303,303,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:19:23.197Z,2026-04-01T09:24:58.976Z,BIO_S2_SCS__1M_20251214T091935_20251214T091956_T_G01_M01_C01_T035_F303_01_DJN35S
SCS_T035_F304,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F304,304,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:19:42.205Z,2026-04-01T09:25:17.982Z,BIO_S1_SCS__1S_20251126T091944_20251126T092004_T_G01_M01_C02_T035_F304_01_DK96PQ
SCS_T035_F305,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F305,305,78,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:20:01.211Z,2026-04-01T09:25:36.989Z,BIO_S2_SCS__1S_20251214T092013_20251214T092034_T_G01_M01_C01_T035_F305_01_DJN36G
SCS_T035_F306,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F306,306,76,38,"1,10,2,3,4,5,6,7,8,9","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:20:20.217Z,2026-04-01T09:25:55.994Z,BIO_S2_SCS__1M_20251214T092032_20251214T092053_T_G01_M01_C01_T035_F306_01_DJN3DT
SCS_T035_F307,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F307,307,80,40,"1,10,2,3,4,5,6,7,8,9,DR","3051,3095,3183,3359,3403,3447,3491,3535,3579,3623,3667,3711,3755,3799,3843,3887,3931,3975,4019,4063,4107,4151,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:20:39.221Z,2026-04-01T09:26:14.997Z,BIO_S2_SCS__1M_20251214T092051_20251214T092112_T_G01_M01_C01_T035_F307_01_DJN35O
SCS_T035_F308,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F308,308,56,28,"1,2,3,4,5,6,7,8,9,DR","3051,3095,3183,3711,3755,3931,3975,4019,4107,4151,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:20:58.225Z,2026-04-01T09:26:34.001Z,BIO_S1_SCS__1S_20251202T092104_20251202T092124_T_G01_M01_C04_T035_F308_01_DKR2JS
SCS_T035_F309,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,ASCENDING,T035,35,F309,309,46,23,"1,2,3,4,5,6,7,DR","3051,3095,3183,4107,4151,4239,4283,4327,4371,4415,4459,4503,4547,4591,4635,4679,4723,4767,4855,4899,4943",2025-11-23T09:21:17.228Z,2026-04-01T09:26:53.004Z,BIO_S1_SCS__1S_20260215T092603_20260215T092623_T_G01_M02_C02_T035_F309_01_DMVWC7
SCS_T043_F157,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F157,157,80,40,"1,10,2,3,4,5,6,7,8,9,DR","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4115,4159,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:38:32.044Z,2026-04-01T21:44:07.835Z,BIO_S1_SCS__1M_20251129T213836_20251129T213856_T_G01_M01_C03_T043_F157_01_DKPC15
SCS_T043_F158,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F158,158,79,40,"1,10,2,3,4,5,6,7,8,9,DR","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4115,4159,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:38:51.046Z,2026-04-01T21:44:26.838Z,BIO_S1_SCS__1S_20251129T213855_20251129T213915_T_G01_M01_C03_T043_F158_01_DKPC12
SCS_T043_F159,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F159,159,80,40,"1,10,2,3,4,5,6,7,8,9,DR","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4115,4159,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:39:10.048Z,2026-04-01T21:44:45.840Z,BIO_S1_SCS__1S_20251123T213910_20251123T213930_T_G01_M01_C01_T043_F159_01_DKCKKQ
SCS_T043_F160,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F160,160,75,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:39:29.050Z,2026-04-01T21:45:04.844Z,BIO_S1_SCS__1M_20251126T213931_20251126T213951_T_G01_M01_C02_T043_F160_01_DK9KLS
SCS_T043_F161,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F161,161,75,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:39:48.056Z,2026-04-01T21:45:23.847Z,BIO_S1_SCS__1S_20251126T213950_20251126T214010_T_G01_M01_C02_T043_F161_01_DK9JUK
SCS_T043_F162,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F162,162,76,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:40:07.059Z,2026-04-01T21:45:42.852Z,BIO_S2_SCS__1M_20251214T214019_20251214T214040_T_G01_M01_C01_T043_F162_01_DJO86I
SCS_T043_F163,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F163,163,76,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:40:26.066Z,2026-04-01T21:46:01.859Z,BIO_S2_SCS__1M_20251214T214038_20251214T214059_T_G01_M01_C01_T043_F163_01_DJO8F8
SCS_T043_F164,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F164,164,76,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:40:45.073Z,2026-04-01T21:46:20.865Z,BIO_S1_SCS__1M_20260218T214532_20260218T214553_T_G01_M02_C03_T043_F164_01_DN2PWC
SCS_T043_F165,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F165,165,76,38,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:41:04.079Z,2026-04-01T21:46:39.873Z,BIO_S1_SCS__1M_20251126T214106_20251126T214126_T_G01_M01_C02_T043_F165_01_DK9JUF
SCS_T043_F166,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F166,166,77,39,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:41:23.090Z,2026-04-01T21:46:58.881Z,BIO_S2_SCS__1M_20251214T214135_20251214T214156_T_G01_M01_C01_T043_F166_01_DJO88L
SCS_T043_F167,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F167,167,78,39,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:41:42.097Z,2026-04-01T21:47:17.891Z,BIO_S1_SCS__1S_20251129T214146_20251129T214207_T_G01_M01_C03_T043_F167_01_DKPBVR
SCS_T043_F168,BIOMASS,BiomassLevel1a,S1_SCS__1S,SCS,DESCENDING,T043,43,F168,168,78,39,"1,10,2,3,4,5,6,7,8,9","3059,3103,3147,3367,3411,3455,3499,3543,3587,3631,3675,3807,3851,3895,3939,3983,4027,4071,4247,4291,4335,4379,4423,4467,4511,4555,4599,4643,4687,4731,4775,4819,4863,4907,4951",2025-11-23T21:42:01.107Z,2026-04-01T21:47:36.902Z,BIO_S1_SCS__1M_20251129T214205_20251129T214226_T_G01_M01_C03_T043_F168_01_DKPBUT
