file_name,date,track,frame
BIO_S1_SCS__1S_20251126T091906_20251126T091926_T_G01_M01_C02_T035_F302_01_DK96PP.zip,20251126,T035,F302
BIO_S1_SCS__1S_20251126T091906_20251126T091926_T_G01_M01_C02_T035_F302_01_DNVF6M.zip,20251126,T035,F302
BIO_S1_SCS__1S_20251126T091925_20251126T091945_T_G01_M01_C02_T035_F303_01_DK96OU.zip,20251126,T035,F303
BIO_S1_SCS__1S_20251126T091925_20251126T091945_T_G01_M01_C02_T035_F303_01_DNVF58.zip,20251126,T035,F303
BIO_S1_SCS__1S_20251126T091944_20251126T092004_T_G01_M01_C02_T035_F304_01_DK96PQ.zip,20251126,T035,F304
BIO_S1_SCS__1S_20251126T091944_20251126T092004_T_G01_M01_C02_T035_F304_01_DNVF4V.zip,20251126,T035,F304
BIO_S1_SCS__1S_20251126T092003_20251126T092023_T_G01_M01_C02_T035_F305_01_DK96PT.zip,20251126,T035,F305
BIO_S1_SCS__1S_20251126T092003_20251126T092023_T_G01_M01_C02_T035_F305_01_DNVF4W.zip,20251126,T035,F305
BIO_S1_SCS__1S_20251126T092022_20251126T092042_T_G01_M01_C02_T035_F306_01_DK96X9.zip,20251126,T035,F306
BIO_S1_SCS__1S_20251126T092022_20251126T092042_T_G01_M01_C02_T035_F306_01_DNVFEW.zip,20251126,T035,F306
BIO_S1_SCS__1S_20251126T092041_20251126T092101_T_G01_M01_C02_T035_F307_01_DK96YP.zip,20251126,T035,F307
BIO_S1_SCS__1S_20251126T092041_20251126T092101_T_G01_M01_C02_T035_F307_01_DNVFHX.zip,20251126,T035,F307
BIO_S1_SCS__1S_20251126T092100_20251126T092120_T_G01_M01_C02_T035_F308_01_DK96XZ.zip,20251126,T035,F308
BIO_S1_SCS__1S_20251126T092100_20251126T092120_T_G01_M01_C02_T035_F308_01_DNVFGA.zip,20251126,T035,F308
BIO_S1_SCS__1S_20251126T092119_20251126T092139_T_G01_M01_C02_T035_F309_01_DK96X5.zip,20251126,T035,F309
BIO_S1_SCS__1S_20251126T092119_20251126T092139_T_G01_M01_C02_T035_F309_01_DNVFF3.zip,20251126,T035,F309
BIO_S1_SCS__1S_20251126T213834_20251126T213854_T_G01_M01_C02_T043_F157_01_DK9KL6.zip,20251126,T043,F157
BIO_S1_SCS__1S_20251126T213834_20251126T213854_T_G01_M01_C02_T043_F157_01_DNVYBS.zip,20251126,T043,F157
BIO_S1_SCS__1S_20251126T213853_20251126T213913_T_G01_M01_C02_T043_F158_01_DK9KM1.zip,20251126,T043,F158
BIO_S1_SCS__1S_20251126T213853_20251126T213913_T_G01_M01_C02_T043_F158_01_DNVYAW.zip,20251126,T043,F158
BIO_S1_SCS__1S_20251126T213912_20251126T213932_T_G01_M01_C02_T043_F159_01_DK9KLW.zip,20251126,T043,F159
BIO_S1_SCS__1S_20251126T213912_20251126T213932_T_G01_M01_C02_T043_F159_01_DNVYBI.zip,20251126,T043,F159
BIO_S1_SCS__1S_20251126T213931_20251126T213951_T_G01_M01_C02_T043_F160_01_DK9KLF.zip,20251126,T043,F160
BIO_S1_SCS__1S_20251126T213931_20251126T213951_T_G01_M01_C02_T043_F160_01_DNVYAY.zip,20251126,T043,F160
BIO_S1_SCS__1S_20251126T213950_20251126T214010_T_G01_M01_C02_T043_F161_01_DK9JUK.zip,20251126,T043,F161
BIO_S1_SCS__1S_20251126T213950_20251126T214010_T_G01_M01_C02_T043_F161_01_DNVYEX.zip,20251126,T043,F161
BIO_S1_SCS__1S_20251126T214009_20251126T214029_T_G01_M01_C02_T043_F162_01_DK9JUM.zip,20251126,T043,F162
BIO_S1_SCS__1S_20251126T214009_20251126T214029_T_G01_M01_C02_T043_F162_01_DNVYE0.zip,20251126,T043,F162
BIO_S1_SCS__1S_20251126T214028_20251126T214048_T_G01_M01_C02_T043_F163_01_DK9JV6.zip,20251126,T043,F163
BIO_S1_SCS__1S_20251126T214028_20251126T214048_T_G01_M01_C02_T043_F163_01_DNVYBI.zip,20251126,T043,F163
BIO_S1_SCS__1S_20251126T214047_20251126T214107_T_G01_M01_C02_T043_F164_01_DK9JTL.zip,20251126,T043,F164
BIO_S1_SCS__1S_20251126T214047_20251126T214107_T_G01_M01_C02_T043_F164_01_DNVYHX.zip,20251126,T043,F164
BIO_S1_SCS__1S_20251126T214106_20251126T214126_T_G01_M01_C02_T043_F165_01_DK9JU3.zip,20251126,T043,F165
BIO_S1_SCS__1S_20251126T214106_20251126T214126_T_G01_M01_C02_T043_F165_01_DNVYBS.zip,20251126,T043,F165
