bootstrap_id,T_bootstrap
1,4157.639400513799
2,-1274.5725994043532
3,-4019.3097235002933
4,1956.4786103721417
5,8024.5959375889652
6,-3287.9155584201435
7,-1239.3204673597793
8,1547.1936294867992
9,-870.28255445588729
10,-536.98270056706679
11,-7786.4460837264851
12,3651.7920525122463
13,-1149.277462017737
14,6150.2599506160623
15,4931.1887237212504
16,12420.695134597423
17,-2319.6571937489571
18,-6232.4851581678813
19,5958.0155581700892
20,-2349.9984204326174
21,-101.30714421319135
22,-1505.3644804051
23,388.70673053286009
24,-2416.4110589464399
25,3404.5822422216806
26,-2847.4321280131117
27,-911.07974223155907
28,-1217.5143689122924
29,-6925.5070623324573
30,-465.72504673221556
31,-3245.0444640775386
32,-4244.4862644804234
33,862.32427444425412
34,-5041.3981834193692
35,4725.1426097142394
36,-4009.4179366578828
37,1799.9902700686362
38,2630.0171171874244
39,1556.8143876592367
40,-3401.7319745420464
41,3901.8470715419971
42,-2854.4490753777281
43,-1601.6188931649958
44,-1432.2410770121933
45,5752.2293197645122
46,-250.04221699021582
47,5174.2454659894647
48,9464.1675311020444
49,1063.9154686053516
50,-2209.0549448839301
51,2383.9425417031016
52,-5472.8254362417647
53,-6378.1609843456172
54,-2184.6179245145468
55,7112.4619197033753
56,-4201.1192002711177
57,-462.08866067982308
58,284.6828489380714
59,15994.016077395172
60,4279.6573307469807
61,5708.6548733683667
62,-2962.7541560929603
63,-2094.1044810716558
64,2912.2014471913571
65,-4008.5753454483056
66,142.00123135793547
67,-3743.1415155636787
68,1352.1622111940233
69,1820.0198983415758
70,4844.3922055405928
71,-5526.9528334577772
72,6106.6463904112679
73,-3418.6606032974087
74,1353.8567876233283
75,-6379.2976852630236
76,3338.3338513050476
77,3499.1691978538147
78,-4704.3418945480516
79,4941.5706630653294
80,-6451.3206868625493
81,-846.20308021810342
82,-571.91623089814675
83,513.29232409012911
84,-3054.1754791710991
85,-2364.4184486476879
86,-5753.2479914368305
87,-314.44093239236099
88,-1555.2407775877073
89,-3163.3730795672163
90,-2416.7118429968687
91,7937.3166173502832
92,-5995.0115602751684
93,-2218.067874318127
94,2592.7513300090577
