id,IVV,IVH
1,5225.93212890625,694.2271118164062
2,4329.9501953125,911.0560913085938
3,1773.646728515625,646.6763305664062
4,2795.8125,557.9085083007812
5,4114.19580078125,731.1717529296875
6,5023.60693359375,815.50634765625
7,3276.725341796875,343.3092041015625
8,2270.0927734375,153.05029296875
9,4207.53125,394.8328857421875
10,3175.539306640625,200.9710693359375
11,1109.66015625,95.47723388671875
12,2312.947021484375,311.2034606933594
13,2630.40576171875,321.13873291015625
14,2369.424560546875,190.70458984375
15,1600.70947265625,242.3927001953125
16,1561.56884765625,269.0016174316406
17,2840.02001953125,159.38909912109375
18,2729.338623046875,160.52061462402344
19,2215.626708984375,117.02072143554688
20,1079.6964111328125,317.3302307128906
21,4104.00537109375,585.9811401367188
22,3091.579345703125,1126.1741943359375
23,1568.1925048828125,1277.8753662109375
24,1997.9700927734375,644.0244140625
25,2429.789794921875,486.74462890625
26,3104.005615234375,508.0752258300781
27,2558.070556640625,228.2604522705078
28,2331.31396484375,372.4244079589844
29,2799.798583984375,939.97314453125
30,1436.1046142578125,355.7531433105469
31,876.4763793945312,79.73371887207031
32,2028.95361328125,167.73216247558594
33,2267.8798828125,279.26934814453125
34,1744.656982421875,235.2506866455078
35,1264.9766845703125,128.3873748779297
36,1854.5074462890625,292.1470031738281
37,2991.984375,381.2190856933594
38,2744.906982421875,193.8341064453125
39,2991.367431640625,115.08426666259766
40,1958.7607421875,31.895627975463867
41,505.6961669921875,382.0567321777344
42,1522.9183349609375,920.6224975585938
43,1277.6025390625,808.3641357421875
44,988.219970703125,313.3983459472656
45,1010.036865234375,202.3688201904297
46,1151.209228515625,120.72744750976562
47,1132.5294189453125,114.40122985839844
48,1374.9361572265625,558.6025390625
49,1536.9798583984375,829.9402465820312
50,897.633056640625,288.5966491699219
51,1093.779052734375,61.97509002685547
52,2196.8408203125,30.88869857788086
53,3518.976806640625,365.87457275390625
54,3390.031982421875,353.6675720214844
55,2424.374755859375,93.32300567626953
56,1820.363525390625,345.6783142089844
57,1827.664306640625,548.3338012695312
58,1115.4835205078125,424.5982666015625
59,4052.16943359375,533.3035278320312
60,5264.69189453125,494.6461181640625
61,888.7698974609375,500.9088439941406
62,1014.9818725585938,632.9780883789062
63,863.9866943359375,444.8107604980469
64,533.82421875,157.21807861328125
65,600.0428466796875,56.70713806152344
66,2080.75439453125,64.8218765258789
67,3062.324951171875,131.35458374023438
68,1362.7183837890625,546.628173828125
69,1009.707763671875,614.4873046875
70,1136.522216796875,197.2407684326172
71,1320.3868408203125,67.48341369628906
72,2431.883056640625,163.68856811523438
73,4601.72705078125,555.4385986328125
74,3473.957763671875,374.3447570800781
75,2145.529296875,107.31425476074219
76,949.8207397460938,286.41802978515625
77,481.0574035644531,408.8695373535156
78,1104.7357177734375,392.865966796875
79,10167.6025390625,487.1393127441406
80,9095.34375,447.2656555175781
81,1916.0548095703125,575.0767211914062
82,1073.533203125,483.8763732910156
83,1041.34130859375,430.38348388671875
84,1160.0390625,191.62664794921875
85,1262.2711181640625,42.89892578125
86,1880.0872802734375,57.81785583496094
87,2450.218994140625,192.9865264892578
88,1113.432373046875,491.7958679199219
89,1021.0701293945312,451.63909912109375
90,1534.7025146484375,320.4745178222656
91,1849.5447998046875,250.68724060058594
92,2296.7119140625,330.3467102050781
93,3828.9306640625,608.3650512695312
94,2085.020751953125,373.5780029296875
95,488.4381103515625,101.44571685791016
96,457.5953674316406,107.55194854736328
97,1090.1260986328125,270.9928894042969
98,4035.518798828125,343.44622802734375
99,14470.4423828125,308.7029113769531
100,10599.958984375,240.6012725830078
101,3366.079345703125,663.7984008789062
102,2247.7236328125,1054.674560546875
103,1802.8807373046875,1519.6671142578125
104,1483.1644287109375,547.8411254882812
105,1280.1322021484375,49.18804931640625
106,940.8862915039062,83.73294067382812
107,1275.8468017578125,285.67462158203125
108,1775.9715576171875,624.867431640625
109,1903.9852294921875,606.6959838867188
110,2147.56494140625,486.8828125
111,2425.90576171875,359.2518310546875
112,1231.96728515625,336.24859619140625
113,592.0873413085938,451.67376708984375
114,1121.9564208984375,558.9552612304688
115,790.0850830078125,281.9371337890625
116,700.5294189453125,47.74486541748047
117,2098.1083984375,263.37030029296875
118,4805.82568359375,271.8843078613281
119,10809.9814453125,121.7598876953125
120,6506.9765625,139.85411071777344
121,4060.614013671875,349.1273498535156
122,2175.953125,1261.794921875
123,1570.0902099609375,1899.7532958984375
124,1375.994873046875,547.4713745117188
125,1017.4507446289062,122.68879699707031
126,612.00439453125,191.14456176757812
127,1034.2896728515625,209.89283752441406
128,1645.2442626953125,357.8373718261719
129,2256.277587890625,517.2685546875
130,2481.249755859375,475.1770935058594
131,2512.43212890625,321.84423828125
132,793.2474365234375,131.9053497314453
133,1826.326904296875,474.2878112792969
134,3909.764404296875,992.6682739257812
135,1460.9949951171875,512.746826171875
136,1450.5926513671875,208.886962890625
137,3350.698486328125,371.495361328125
138,2637.06494140625,309.1019287109375
139,3575.08349609375,219.46719360351562
140,3491.422607421875,267.78466796875
141,4610.55078125,217.2202606201172
142,2940.606201171875,1547.1851806640625
143,1497.963134765625,1724.53271484375
144,1092.6229248046875,321.2187805175781
145,739.62158203125,483.035888671875
146,674.330078125,607.8997802734375
147,1470.048095703125,204.9412384033203
148,2213.80029296875,155.5831298828125
149,2733.429443359375,269.5708923339844
150,2096.94091796875,267.77056884765625
151,2159.11279296875,207.36453247070312
152,1837.0252685546875,72.92822265625
153,3395.6875,506.1382751464844
154,4811.44775390625,1046.067626953125
155,1381.0032958984375,865.3546752929688
156,2829.52001953125,506.3240051269531
157,5405.68603515625,326.3174133300781
158,1967.6829833984375,243.10812377929688
159,1054.23681640625,266.243408203125
160,2359.998291015625,420.1295166015625
161,5475.8486328125,543.79736328125
162,4869.9521484375,1783.8204345703125
163,2450.1044921875,1318.6221923828125
164,448.0238037109375,146.115234375
165,348.51422119140625,659.5947265625
166,771.43212890625,684.4505615234375
167,2141.26171875,148.5974884033203
168,4133.57470703125,71.95189666748047
169,4307.6328125,101.69129943847656
170,2614.310302734375,122.99517059326172
171,2242.935302734375,110.6452407836914
172,2667.457275390625,90.23702239990234
173,3233.494873046875,256.51171875
174,2583.837158203125,699.6118774414062
175,189.05010986328125,1109.984619140625
176,2672.3671875,572.7457885742188
177,4267.30224609375,309.751953125
178,2092.060791015625,269.3818359375
179,1607.88525390625,191.54742431640625
180,2331.027587890625,270.2472839355469
181,3482.728515625,665.1596069335938
182,2601.54541015625,981.4933471679688
183,1444.134033203125,729.2567749023438
184,467.098388671875,340.77978515625
185,540.25,639.2314453125
186,187.1063995361328,560.624755859375
187,1331.885986328125,273.3414306640625
188,4594.55224609375,302.61090087890625
189,5115.3642578125,343.7610778808594
190,3594.882080078125,328.333251953125
191,1974.8717041015625,99.19886779785156
192,1224.4736328125,54.73493576049805
193,1012.9098510742188,141.36795043945312
194,794.3010864257812,663.3955688476562
195,343.4681396484375,1011.5531616210938
196,1566.787109375,482.3341369628906
197,3092.4833984375,434.3019104003906
198,3705.57568359375,600.705078125
199,3724.565185546875,230.5603485107422
200,3176.5771484375,179.2898712158203
201,1739.1971435546875,375.9179382324219
202,1244.1080322265625,522.4021606445312
203,749.1475830078125,722.4671630859375
204,1475.92578125,463.74322509765625
205,2434.7294921875,291.3896789550781
206,806.8305053710938,410.3527526855469
207,1405.7386474609375,407.12591552734375
208,4435.17529296875,455.4610900878906
209,5244.47314453125,861.2788696289062
210,5158.41162109375,847.944580078125
211,1806.5882568359375,310.47332763671875
212,660.1963500976562,204.6666717529297
213,207.5054473876953,280.6661682128906
214,207.494140625,763.181640625
215,326.1861877441406,786.6270141601562
216,682.9346923828125,364.3019104003906
217,4211.33740234375,269.903564453125
218,5550.1953125,280.9510803222656
219,4493.9404296875,121.83245849609375
220,2788.08984375,212.6398162841797
221,807.007568359375,403.628662109375
222,830.3740234375,880.076416015625
223,511.5877380371094,1480.506591796875
224,2398.263916015625,1042.5809326171875
225,3226.86767578125,640.4954223632812
226,1580.3321533203125,535.7748413085938
227,1377.12060546875,441.72930908203125
228,2423.071044921875,588.2254028320312
229,2040.802001953125,1632.631591796875
230,2972.45361328125,1587.410400390625
231,3169.25146484375,786.2527465820312
232,1382.962646484375,424.15716552734375
233,512.5889282226562,510.03680419921875
234,425.02386474609375,1007.5362548828125
235,702.10205078125,668.3699340820312
236,1226.4820556640625,264.1745910644531
237,3681.727294921875,375.98486328125
238,4576.0087890625,217.36138916015625
239,3353.019287109375,105.35957336425781
240,1755.0791015625,405.3248291015625
241,499.9593811035156,849.4715576171875
242,2025.703125,2324.00341796875
243,2810.37939453125,3127.0048828125
244,2480.5556640625,1277.9300537109375
245,3305.9453125,769.0362548828125
246,3064.06201171875,650.823974609375
247,1209.5050048828125,291.91461181640625
248,916.2127685546875,463.8893127441406
249,1148.741943359375,1419.345703125
250,2437.5263671875,1522.5989990234375
251,4474.21044921875,1104.8150634765625
252,2668.8125,465.739501953125
253,1217.05029296875,355.76715087890625
254,796.15869140625,656.8006591796875
255,812.2011108398438,631.0191650390625
256,1182.689697265625,573.5599975585938
257,1593.32666015625,832.6000366210938
258,883.7745361328125,391.2607116699219
259,796.6972045898438,136.8007354736328
260,796.5433959960938,385.9263610839844
261,657.9142456054688,794.2056884765625
262,2702.94873046875,2524.06884765625
263,3178.44970703125,2907.1123046875
264,897.2095336914062,696.5328979492188
265,2810.91552734375,531.7239379882812
266,4098.02734375,633.400634765625
