id,IVV,IVH
1,746.2276611328125,561.0878295898438
2,743.8788452148438,424.79046630859375
3,1772.9293212890625,309.5488586425781
4,3071.123779296875,415.8593444824219
5,2600.1962890625,114.37352752685547
6,2855.404541015625,582.1019897460938
7,2495.5009765625,983.5354614257812
8,3761.271240234375,805.8863525390625
9,6837.330078125,480.4062805175781
10,3859.1513671875,157.20350646972656
11,911.114501953125,367.29290771484375
12,1972.302001953125,616.1141967773438
13,1974.564697265625,757.9191284179688
14,2834.687744140625,1880.8779296875
15,1448.8701171875,48.458038330078125
16,2187.8212890625,128.52818298339844
17,3101.618408203125,172.56150817871094
18,3312.520751953125,296.1309509277344
19,1812.063720703125,765.4798583984375
20,1556.2012939453125,1214.4549560546875
21,866.5142822265625,388.5778503417969
22,2153.944580078125,407.6026916503906
23,1174.52587890625,445.9851379394531
24,2347.06787109375,184.1147003173828
25,3093.255126953125,228.18275451660156
26,6683.05126953125,754.5581665039062
27,7238.8857421875,706.100341796875
28,2933.285888671875,1164.41357421875
29,1322.3492431640625,174.70484924316406
30,1882.2261962890625,467.9479064941406
31,2407.197265625,321.9595031738281
32,2173.291015625,476.8210144042969
33,1271.2056884765625,2487.39990234375
34,1275.027099609375,2309.776123046875
35,738.2189331054688,468.7773132324219
36,978.0986938476562,910.3008422851562
37,1535.18505859375,53.60490036010742
38,1489.7811279296875,122.21578979492188
39,8308.474609375,289.4813537597656
40,4720.10498046875,1220.482421875
41,5630.130859375,466.0211181640625
42,5340.51806640625,328.07611083984375
43,336.5263671875,413.1718444824219
44,1000.4927978515625,434.1821594238281
45,1141.416748046875,266.6211242675781
46,2727.000732421875,340.9961242675781
47,3712.820068359375,1470.0103759765625
48,2918.404541015625,1807.7427978515625
49,1350.56298828125,460.55401611328125
50,3444.205322265625,862.810791015625
51,6932.966796875,1994.3536376953125
52,4048.898681640625,1217.947021484375
53,7944.57421875,201.5077667236328
54,830.59619140625,313.3486633300781
55,3280.367919921875,279.543701171875
56,5176.7841796875,79.4052963256836
57,813.5881958007812,744.985107421875
58,357.6329650878906,581.5608520507812
59,534.4425659179688,291.1344909667969
60,2124.223388671875,135.8988494873047
61,2395.04833984375,193.56216430664062
62,6235.03369140625,1259.9136962890625
63,3013.376708984375,724.2135009765625
64,4937.7548828125,776.8806762695312
65,6427.83349609375,1620.8807373046875
66,2671.38623046875,1012.2322998046875
67,4063.169189453125,466.8899841308594
68,2057.60693359375,725.9067993164062
69,809.9873657226562,424.5681457519531
70,3868.615966796875,638.6494750976562
71,1314.4105224609375,1197.288818359375
72,438.9729309082031,1383.4595947265625
73,899.2393188476562,364.7247314453125
74,4140.7099609375,413.7357482910156
75,5133.60546875,262.4252624511719
76,6110.6005859375,664.2120361328125
77,3493.79345703125,458.12066650390625
78,4161.35302734375,180.7244873046875
79,7726.87451171875,134.08580017089844
80,4898.49169921875,670.0853271484375
81,2149.379638671875,790.6925048828125
82,1736.2333984375,860.8766479492188
83,4541.31005859375,473.3507080078125
84,3734.693115234375,1580.3743896484375
85,6490.6982421875,486.08563232421875
86,3137.915771484375,787.7633666992188
87,1049.8275146484375,641.9923706054688
88,2681.420166015625,594.0326538085938
89,4082.117919921875,232.95494079589844
90,2192.22021484375,726.9334716796875
91,3694.916015625,339.3784484863281
92,3740.125,471.2993469238281
93,2090.314453125,596.8956298828125
94,2183.1923828125,528.9483642578125
95,1838.0216064453125,547.4208374023438
96,1860.1585693359375,377.53216552734375
97,1318.6466064453125,726.3864135742188
98,1713.4072265625,1452.807373046875
99,4896.54150390625,313.02978515625
100,6726.80322265625,741.1513061523438
101,2623.966064453125,480.1490783691406
102,2181.532470703125,196.3629608154297
103,607.4159545898438,93.7704849243164
104,1171.3316650390625,799.4406127929688
105,3102.7158203125,686.9815673828125
106,3682.579345703125,696.678466796875
107,3388.4404296875,1015.9158935546875
108,2862.00390625,561.3673706054688
109,1469.3828125,663.8594970703125
110,2251.138671875,814.1307373046875
111,2268.740234375,560.0518188476562
112,729.3468017578125,483.89202880859375
113,1536.99267578125,65.45796203613281
114,4344.08203125,1694.809814453125
115,2628.531005859375,140.37887573242188
116,1377.784912109375,241.19131469726562
117,3305.5400390625,74.70826721191406
118,2470.0537109375,145.2644805908203
119,4780.52197265625,648.2989501953125
120,5976.1416015625,954.1634521484375
121,1559.4842529296875,1100.452880859375
122,2686.038818359375,475.83148193359375
123,1764.4395751953125,523.7982177734375
124,1995.7540283203125,1421.62255859375
125,2675.122802734375,1250.562744140625
126,574.1911010742188,387.6813049316406
127,2322.22265625,143.98025512695312
128,1323.3748779296875,744.2306518554688
129,1099.83447265625,285.5451354980469
130,521.7393798828125,528.29150390625
131,1352.1309814453125,320.39129638671875
132,1658.5899658203125,614.6543579101562
133,3676.053466796875,296.8839111328125
134,7055.2880859375,1238.5887451171875
135,2263.09619140625,814.8173828125
136,1672.8675537109375,454.5434875488281
137,3464.7763671875,248.3754425048828
138,1372.3944091796875,971.7823486328125
139,1267.1929931640625,660.4370727539062
140,1028.6944580078125,386.82208251953125
141,1016.369384765625,153.8614959716797
142,395.45245361328125,504.69122314453125
143,491.9433898925781,169.63345336914062
144,3397.17138671875,547.0885620117188
145,645.5074462890625,124.77958679199219
146,6233.02392578125,106.85691833496094
147,926.8239135742188,193.94393920898438
148,3324.78662109375,378.4683532714844
149,1036.6715087890625,400.17596435546875
150,432.91107177734375,390.5636901855469
151,4974.205078125,636.1082153320312
152,2742.4775390625,1301.05859375
153,1132.5615234375,882.4049072265625
154,3498.85595703125,260.76934814453125
