s1_id,nisar_id,biomass_id,s1_time,nisar_time,biomass_time,delta_s1_nisar_seconds,delta_s1_biomass_seconds,delta_nisar_biomass_seconds,temporal_span_seconds,triple_intersection_area_m2
S1A_IW_SLC__1SDV_20251203T083354_20251203T083422_062148_07C735_B709-SLC,NISAR_L1_PR_RSLC_007_016_A_176_4005_DHDH_A_20251205T083946_20251205T084020_X05009_N_F_J_001,BIO_S1_SCS__1S_20251204T084822_20251204T084842_T_G01_M01_C05_T020_F308_01_DO3WKM,2025-12-03T08:33:54+00:00,2025-12-05T08:39:46+00:00,2025-12-04T08:48:22.102000+00:00,173152.0,87268.102,85883.898,173152.0,5882218321.102801
