bootstrap_id,T_bootstrap
1,-898.47909894824261
2,-2439.4367115740606
3,-205.60581499931868
4,253.12441446009325
5,-402.32561226343387
6,885.70735789835453
7,-268.62930331382086
8,-977.18425142319757
9,-3267.7208668739186
10,3047.2627777313464
11,528.61305759474635
12,1165.2545464603172
13,-1013.3648208595405
14,-2205.4349243851611
15,-875.62670810520649
16,400.37199763627723
17,-32.29196775861783
18,1542.1649276035023
19,593.31426831381395
20,-1251.7521374278585
21,-2898.3359267247724
22,-1725.5901262045372
23,-1595.4609000264318
24,-849.31714134593494
25,-1881.5845104976324
26,-1302.4553439625306
27,822.07401501416462
28,-1054.5699906052905
29,573.65904311530176
30,515.20280561444815
31,395.96774392126827
32,1905.8233330220974
33,1447.2582493100199
34,4346.488674676395
35,362.06109701815876
36,-1102.2984820205893
37,1457.9374249364482
38,-1125.9793617240794
39,-844.96976427396294
40,-2395.3190490241977
41,-1272.6901671872474
42,-1215.3249528562592
43,-1796.9833267684444
44,-328.74303272645921
45,-1045.7311157229124
46,7587.8879325934104
47,-1219.6024562722887
48,-2307.7129428094486
49,2776.1766842499201
50,2320.1335871396295
51,-1188.6489448791835
52,-2421.4803453948407
53,3532.0224142040242
54,2043.2593101820967
55,105.26836889996775
56,1173.150004398165
57,-576.02814396837493
58,471.61592670393293
59,-764.54554356116569
60,193.7476517118339
61,-1023.7375226498698
62,-824.6603539447533
63,-693.83241320488742
64,-2157.3990408832324
65,-1300.0754842885653
66,2997.7174266319489
67,-2092.0340626152465
68,-339.96506869210862
69,822.86394319086685
70,-1917.926802248403
71,-1235.9494030677015
72,-1317.8920106240548
73,-2790.9394961729413
74,-1876.034176749934
75,2210.9749084829236
76,1219.4928524869028
77,-1852.7124818709563
78,-2347.4218486635073
79,-1769.7527994178818
80,-842.14701215026435
81,726.49255097893183
82,398.20731437421637
83,3231.8678620528663
84,214.94720726256492
85,600.95142203907017
86,-1309.7703136060736
87,3027.9800284836383
88,-1624.9855097514519
89,2387.4909771701205
90,8.5118976262456272
91,-2740.6918238225044
92,-3260.0654768233071
93,-203.55960260244319
94,-1840.9332604825613
95,1285.9473868489149
96,-1007.1438052236335
97,248.36722396747791
98,210.64951462124009
99,292.39896079493337
100,-388.7141013139917
101,-1439.5233807688346
102,5742.0540188829764
103,665.43773444416001
104,4600.3118519847339
105,1210.5892580072978
106,-331.37344227608992
107,644.87451800264535
108,523.55900637668674
109,413.92541689929203
110,-1573.2785362706636
111,-542.63498509064084
112,-192.97467590516317
113,-1165.4508593465725
114,183.07068340567639
115,-2515.5744738176581
116,-460.4173508232634
117,735.53409748664126
118,-2168.4722586474963
119,1097.486344182922
120,2463.5646484286117
121,4359.0160802166502
122,4226.7047288248141
123,-2003.6063346351439
124,-479.03494546297588
125,70.448774936492555
126,-2027.2753123568837
127,1936.2682991056354
128,3153.6596123736526
129,1835.0801675885159
130,547.59121089673135
131,804.13335336468299
132,-1008.6393724870868
133,-564.8830293424835
134,-2161.8243609980564
135,133.22969818682759
136,-1762.1253161000786
137,404.47453069285257
138,-1859.1146601431246
139,-1258.3666810211143
140,1701.1351098531159
141,-1944.3416439660941
142,-964.64651104659424
143,-2721.0108876826998
144,1361.9501377504785
145,1413.2470377671998
146,-1197.4178233405109
147,-157.7359974932624
148,-2167.015301841544
149,2205.7148236434441
150,-3512.3224430504197
151,2521.277897816326
152,63.850127635523677
153,-627.23841447703307
154,2360.5986035615497
155,2782.7179815730779
156,5894.8164387657307
157,580.24192935894825
158,-1000.6563549781567
159,-1086.9094594296766
160,-1020.8700035571237
161,-554.9817799270968
162,1820.1055216500245
163,773.31342093259445
164,-217.23531620923313
165,846.29484278376913
166,272.37314173256163
167,-1214.7731252619415
168,-1344.9982976049068
169,1418.3655029594083
170,-2830.817969595606
171,22.159291208023205
172,-3132.1878270180896
173,-122.61319838472991
174,-30.456967483623885
175,683.49095743405633
176,-545.90732230787398
177,1833.3559276599553
178,-1999.0250442142715
179,-1443.1848072774301
180,-48.873565192800015
181,1103.5081517733634
182,1583.6547337886295
183,2711.0264043317875
184,2432.3878059613926
185,1902.7117393353838
186,3556.7678941047343
187,-936.05679013085319
188,-1769.6365788839175
189,-1222.8644573082565
190,-1202.507783367415
191,3541.5298385170172
192,-1921.5775058910367
193,-1469.2822230170132
194,-1374.4226484502433
195,3580.7723673380679
196,-294.24362415552605
197,-231.022770408832
198,451.55701453221263
199,888.98432774600224
200,2858.8839679684606
201,3512.1748478732479
202,4204.9485029877687
